log_user_total_followers	topico	tupla_emocion_hilo	total_tweets	user_verificado	user_puntaje_sigmo	total_hashtags	log_prt	hilo	_id	Random Forest	Tree	Neural Network	kNN	SVM	Fold
continuous	discrete	discrete	continuous	discrete	continuous	continuous	continuous	continuous	string	continuous	continuous	continuous	continuous	continuous	discrete
							class	meta	meta	meta	meta	meta	meta	meta	meta
4.077985291029502	8	Joy+Surprise	25.0	false	0.96127	0.0	1.2304489213782739	343.0	"ObjectId(""5d34a67a6b361d34247c1ea6"")"	2.362551205959988	1.8107728053096142	0.8744267201330973	2.258903046235216	2.3109527701498322	6
4.093316601204331	7	Joy+Sadness	27.0	false	0.8396	0.0	1.505149978319906	354.0	"ObjectId(""5d34a67a6b361d34247c1eac"")"	2.3177368716208875	2.5535597840938995	1.4702863706454425	2.4981580363116667	1.9549067224021206	6
3.2821687783046416	2	Joy+Anger	5.0	false	0.82973	0.0	3.959756672990995	24.0	"ObjectId(""5d34a67a6b361d34247c1e47"")"	2.533068503386219	1.9278215719322276	2.21230184657789	2.4251338119118677	2.6674574785594762	7
3.66228551572213	10	Joy+Fear	5.0	false	0.84691	0.0	1.6127838567197355	27.0	"ObjectId(""5d34a67a6b361d34247c1e48"")"	2.258106923930842	1.9278215719322276	1.9640516734785791	2.3307322349513884	2.02991436060657	7
4.802807920361628	7	Disgust+Joy	10.0	true	1.20577	0.0	3.1351326513767748	127.0	"ObjectId(""5d34a67a6b361d34247c1e6a"")"	2.624497340491373	3.322503803326934	2.0349473116396837	3.220863771676101	2.728327624064411	7
3.6104472214421213	1	Joy+Fear	12.0	false	0.8902	0.0	1.9084850188786497	170.0	"ObjectId(""5d34a67a6b361d34247c1e76"")"	1.9050285332266452	1.9278215719322276	1.4966968059104184	2.781449588776266	1.5100304693572069	7
3.8521138608497614	4	Joy+Fear	19.0	false	1.18423	0.0	2.1172712956557644	277.0	"ObjectId(""5d34a67a6b361d34247c1e90"")"	2.037182450868257	1.9278215719322276	1.4142995505881406	2.6182433078543803	2.000358125044402	7
4.49464151028204	8	Anger+Sadness	23.0	false	0.81471	3.0	1.4471580313422192	317.0	"ObjectId(""5d34a67a6b361d34247c1e9b"")"	1.8535241641600657	1.796490269311995	0.7886306794351707	1.554787267838351	1.4620148535841457	7
3.9711366294768062	7	Joy+Fear	7.0	false	0.79609	0.0	2.53655844257153	65.0	"ObjectId(""5d34a67a6b361d34247c1e55"")"	1.9056945360578221	2.45234793607352	2.335209502929789	1.8433938889322057	2.009412821428146	8
6.984076268030144	9	Fear+Surprise	10.0	true	1.54606	0.0	3.500373714353374	135.0	"ObjectId(""5d34a67a6b361d34247c1e6c"")"	3.573383477761663	3.2703265086159914	3.6714390907682644	2.759346498242354	3.4063159347095695	8
3.417471693203293	2	Sadness+Disgust	15.0	false	0.87166	0.0	2.7032913781186614	230.0	"ObjectId(""5d34a67a6b361d34247c1e86"")"	2.1738022883700268	1.7112413005033702	1.8934354061761451	1.9592528375409595	2.4406005898653174	8
4.709829433186508	5	Joy+Fear	19.0	false	1.04661	0.0	2.3783979009481375	272.0	"ObjectId(""5d34a67a6b361d34247c1e8d"")"	2.3198892715989627	2.6771360269261146	2.561310281554696	2.419322302057959	2.3585303396075727	8
2.7481880270062002	4	Joy+Fear	25.0	false	0.87525	1.0	0.0	332.0	"ObjectId(""5d34a67a6b361d34247c1ea0"")"	2.2923915718703	1.7112413005033702	2.191608151308233	1.5946771562919717	1.7514597660417417	8
4.660448051321295	4	Joy+Fear	6.0	true	0.96577	0.0	1.3979400086720377	42.0	"ObjectId(""5d34a67a6b361d34247c1e4f"")"	2.5421116266789765	2.922117727968529	2.8638358589457793	2.1476252797123156	2.718790770417679	9
3.4653828514484184	4	Fear+Joy	9.0	false	0.74127	2.0	1.5314789170422551	102.0	"ObjectId(""5d34a67a6b361d34247c1e62"")"	1.6839006764268796	1.9185151509963763	1.358408234585991	2.8097235065478334	1.5132396669625379	9
4.366049209800235	0	Joy+Fear	9.0	false	1.25513	1.0	1.2304489213782739	121.0	"ObjectId(""5d34a67a6b361d34247c1e66"")"	2.0310711325843256	1.7329879380919806	1.497431913943519	2.7706176272771637	2.248784703044332	9
4.76666561621731	9	Fear+Sadness	10.0	false	1.36473	3.0	1.1139433523068367	130.0	"ObjectId(""5d34a67a6b361d34247c1e6b"")"	2.2119046075768614	3.299082409333164	1.933837930633217	1.8334125292841468	2.727814610668439	9
4.586339708754249	4	Fear+Sadness	41.0	false	1.17787	0.0	3.118595365223762	390.0	"ObjectId(""5d34a67a6b361d34247c1eb6"")"	2.200452552130903	1.2587791961493167	1.5877538558480413	2.0542139294691357	1.9616321251344357	9
4.356981400993131	3	Joy+Fear	8.0	true	0.91411	1.0	3.4263485737875077	86.0	"ObjectId(""5d34a67a6b361d34247c1e5c"")"	1.3596366015064456	1.484235661438638	2.0585958188875386	2.502986958793869	2.4455259887146843	10
4.9276013093257225	4	Joy+Surprise	12.0	false	1.20034	0.0	3.0674428427763805	168.0	"ObjectId(""5d34a67a6b361d34247c1e75"")"	2.64599679028587	2.595940625666829	2.9974354812850823	2.84109200557927	2.3358215688860087	10
4.8656605575536735	4	Fear+Anger	17.0	true	0.96141	0.0	2.4533183400470375	263.0	"ObjectId(""5d34a67a6b361d34247c1e8b"")"	2.7520376670762983	3.303831120938319	1.604399417044195	2.2968175283300023	2.573770524461886	10
3.868115205327217	4	Joy+Fear	19.0	false	0.81472	1.0	2.77232170672292	280.0	"ObjectId(""5d34a67a6b361d34247c1e91"")"	1.4485296266279089	0.9167638263484443	0.9245786068707817	2.2098952616229384	1.6948605675772748	10
5.122514046067324	4	Joy+Fear	26.0	false	1.06386	0.0	2.130333768495006	351.0	"ObjectId(""5d34a67a6b361d34247c1eaa"")"	2.368566376425429	2.595940625666829	2.2323908623015667	2.269305014094499	2.153045490889238	10
