log_user_total_followers	topico	tupla_emocion_hilo	total_tweets	user_verificado	user_puntaje_sigmo	total_hashtags	log_total_retweets	hilo	_id	Random Forest	Tree	Neural Network	kNN	SVM	Fold
continuous	discrete	discrete	continuous	discrete	continuous	continuous	continuous	continuous	string	continuous	continuous	continuous	continuous	continuous	discrete
							class	meta	meta	meta	meta	meta	meta	meta	meta
4.093316601204331	7	Joy+Sadness	27.0	false	0.8396	0.0	2.926856708949692	354.0	"ObjectId(""5d34a67a6b361d34247c1eac"")"	3.150917491054609	3.66515570243996	2.9906430583851966	3.9274190493851933	3.090979019913267	6
3.2821687783046416	2	Joy+Anger	5.0	false	0.82973	0.0	4.6586694982061685	24.0	"ObjectId(""5d34a67a6b361d34247c1e47"")"	3.354377875316956	3.1433529162645373	2.73561096330623	3.1544463158511573	3.681914079369166	7
3.66228551572213	10	Joy+Fear	5.0	false	0.84691	0.0	2.3010299956639813	27.0	"ObjectId(""5d34a67a6b361d34247c1e48"")"	2.436366559816153	3.1433529162645373	2.8134607787137775	3.018752310626307	2.907978097323299	7
4.802807920361628	7	Disgust+Joy	10.0	true	1.20577	0.0	4.134686992556854	127.0	"ObjectId(""5d34a67a6b361d34247c1e6a"")"	3.9884925548087957	4.50163853926267	2.684460224823962	4.218338931618461	3.777693166686984	7
3.6104472214421213	1	Joy+Fear	12.0	false	0.8902	0.0	2.9809119377768436	170.0	"ObjectId(""5d34a67a6b361d34247c1e76"")"	2.625978830891624	3.1433529162645373	2.2303437643721162	3.8219354866752906	2.585468105039765	7
3.8521138608497614	4	Joy+Fear	19.0	false	1.18423	0.0	3.3925210899319325	277.0	"ObjectId(""5d34a67a6b361d34247c1e90"")"	3.57103102546926	3.6490714771258026	2.3177797315495807	3.8956682695129308	3.1303819622832214	7
4.49464151028204	8	Anger+Sadness	23.0	false	0.81471	3.0	2.786041210242554	317.0	"ObjectId(""5d34a67a6b361d34247c1e9b"")"	2.568076655923751	2.8001353579139128	2.0061571140781074	2.908505326104875	2.7122098530271375	7
3.9711366294768062	7	Joy+Fear	7.0	false	0.79609	0.0	3.380934463330702	65.0	"ObjectId(""5d34a67a6b361d34247c1e55"")"	2.5766253456108412	3.4338373833615776	3.341371749604341	2.685811925184693	3.2027831631298547	8
6.984076268030144	9	Fear+Surprise	10.0	true	1.54606	0.0	4.500222748487298	135.0	"ObjectId(""5d34a67a6b361d34247c1e6c"")"	4.472508984320052	4.449419145558321	4.774556090165398	3.684549293209767	4.372822038063498	8
3.417471693203293	2	Sadness+Disgust	15.0	false	0.87166	0.0	3.878291949249796	230.0	"ObjectId(""5d34a67a6b361d34247c1e86"")"	3.6393336697225416	3.122419619444897	2.5025217944824045	3.1231392574455823	3.4243196460476413	8
4.709829433186508	5	Joy+Fear	19.0	false	1.04661	0.0	3.655138434811382	272.0	"ObjectId(""5d34a67a6b361d34247c1e8d"")"	3.5855305531490815	3.598441666376225	3.8295005576879073	3.69577783204685	3.598647142924366	8
2.7481880270062002	4	Joy+Fear	25.0	false	0.87525	1.0	0.47712125471966244	332.0	"ObjectId(""5d34a67a6b361d34247c1ea0"")"	3.2545111440694385	3.122419619444897	3.6359961036058874	2.9636874260382515	3.0308747516704564	8
4.660448051321295	4	Joy+Fear	6.0	true	0.96577	0.0	2.161368002234975	42.0	"ObjectId(""5d34a67a6b361d34247c1e4f"")"	3.1732415855672698	3.6561424682916956	3.6102519422262547	2.9165102538471226	3.7516849110732515	9
3.4653828514484184	4	Fear+Joy	9.0	false	0.74127	2.0	2.4727564493172123	102.0	"ObjectId(""5d34a67a6b361d34247c1e62"")"	2.4470581363686836	2.0384620804113553	2.2227508562788505	3.71162144635481	2.5052760417943434	9
4.366049209800235	0	Joy+Fear	9.0	false	1.25513	1.0	2.167317334748176	121.0	"ObjectId(""5d34a67a6b361d34247c1e66"")"	3.1785584655234547	2.8115416406687928	2.064619002045446	3.672454161286536	3.281680009087809	9
4.76666561621731	9	Fear+Sadness	10.0	false	1.36473	3.0	2.100370545117563	130.0	"ObjectId(""5d34a67a6b361d34247c1e6b"")"	3.7047344971154716	4.455769595924442	2.322231262993194	2.841289891490566	3.697888616908078	9
4.586339708754249	4	Fear+Sadness	41.0	false	1.17787	0.0	4.731096984750186	390.0	"ObjectId(""5d34a67a6b361d34247c1eb6"")"	3.4929590563564856	3.4646346384374294	3.021115304357497	3.5471841717543318	3.441809320686824	9
4.356981400993131	3	Joy+Fear	8.0	true	0.91411	1.0	4.329214765805725	86.0	"ObjectId(""5d34a67a6b361d34247c1e5c"")"	2.6575828219739166	2.401103279724681	3.071010835047995	3.431345493629167	3.6887140330493735	10
4.9276013093257225	4	Joy+Surprise	12.0	false	1.20034	0.0	4.146190073315927	168.0	"ObjectId(""5d34a67a6b361d34247c1e75"")"	3.766167165987504	4.021113415337769	3.9159825891328306	3.904998458823285	3.3190978540433553	10
4.8656605575536735	4	Fear+Anger	17.0	true	0.96141	0.0	3.681693392004564	263.0	"ObjectId(""5d34a67a6b361d34247c1e8b"")"	3.9565201689772067	4.021113415337769	2.208269035030863	3.5337789522331553	3.6827275153079375	10
3.868115205327217	4	Joy+Fear	19.0	false	0.81472	1.0	4.050186349675361	280.0	"ObjectId(""5d34a67a6b361d34247c1e91"")"	2.3466349801989352	2.401103279724681	1.8631014526558523	3.485673834698282	2.8675263255010104	10
5.122514046067324	4	Joy+Fear	26.0	false	1.06386	0.0	3.5424519473759766	351.0	"ObjectId(""5d34a67a6b361d34247c1eaa"")"	3.695358864973219	4.021113415337769	3.7014524273268177	3.657364641278745	3.4799408114398167	10
