_id,hilo,posicion_hilo,id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d3257e36b361d2ed051d29c"),196,11,1142651246555389952,Joy,0.9,1358,4112,0,0.048,0.057,92
ObjectId("5d3257e36b361d2ed051d29d"),196,10,1142650927838613504,Joy,0.9,1284,3855,0,0.046,0.054,84
ObjectId("5d3257e36b361d2ed051d29e"),196,9,1142650475155742720,Fear,0.9,1251,3861,0,0.044,0.054,75
ObjectId("5d3257e36b361d2ed051d29f"),196,8,1142649400084357120,Fear,0.9,1527,4132,0,0.054,0.058,67
ObjectId("5d3257e36b361d2ed051d2a0"),196,7,1142649009296818178,Surprise,0.9,1196,3430,0,0.043,0.048,59
ObjectId("5d3257e36b361d2ed051d2a1"),196,6,1142648111250268160,Joy,0.9,1117,3551,0,0.04,0.05,50
ObjectId("5d3257e36b361d2ed051d2a2"),196,5,1142647657724305409,Fear,0.9,1152,3665,0,0.041,0.051,42
ObjectId("5d3257e36b361d2ed051d2a3"),196,4,1142647179888250880,Joy,0.9,1450,4556,0,0.052,0.064,34
ObjectId("5d3257e36b361d2ed051d2a4"),196,3,1142646538478530560,Joy,0.9,2052,5518,0,0.073,0.077,26
ObjectId("5d3257e36b361d2ed051d2a5"),196,2,1142646101989908480,Joy,0.9,2386,7793,0,0.085,0.109,18
ObjectId("5d3257e36b361d2ed051d2a6"),196,1,1142645712078983168,Fear,0.9,2430,6706,0,0.086,0.094,9
ObjectId("5d3257e36b361d2ed051d2a7"),196,0,1142645481643880448,Joy,0.9,9293,15078,0,0.33,0.21,1
ObjectId("5d3257e36b361d2ed051d2a8"),238,15,1143621364500353026,Joy,0.8,2,10,0,0.026,0.032,100
ObjectId("5d3257e36b361d2ed051d2a9"),238,14,1143618266465746944,Surprise,0.8,0,3,0,0,0.01,93
ObjectId("5d3257e36b361d2ed051d2aa"),238,13,1143618081417302017,Joy,0.8,1,6,0,0.013,0.019,87
ObjectId("5d3257e36b361d2ed051d2ab"),238,12,1143617444461854720,Joy,0.8,1,4,0,0.013,0.013,80
ObjectId("5d3257e36b361d2ed051d2ac"),238,11,1143616603508084737,Sadness,0.8,2,6,0,0.026,0.019,74
ObjectId("5d3257e36b361d2ed051d2ad"),238,10,1143616189903585281,Joy,0.8,1,5,0,0.013,0.016,67
ObjectId("5d3257e36b361d2ed051d2ae"),238,9,1143615814807019521,Joy,0.8,1,11,0,0.013,0.035,60
ObjectId("5d3257e36b361d2ed051d2af"),238,8,1143615048419618817,Joy,0.8,2,7,0,0.026,0.022,54
ObjectId("5d3257e36b361d2ed051d2b0"),238,7,1143614622773272577,Joy,0.8,2,7,0,0.026,0.022,47
ObjectId("5d3257e36b361d2ed051d2b1"),238,6,1143614173668106240,Joy,0.8,2,6,0,0.026,0.019,41
ObjectId("5d3257e36b361d2ed051d2b2"),238,5,1143613770582937601,Fear,0.8,3,9,0,0.039,0.029,34
ObjectId("5d3257e36b361d2ed051d2b3"),238,4,1143613367439036416,Sadness,0.8,2,7,0,0.026,0.022,27
ObjectId("5d3257e36b361d2ed051d2b4"),238,3,1143612815720288259,Joy,0.8,3,13,0,0.039,0.041,21
ObjectId("5d3257e36b361d2ed051d2b5"),238,2,1143612398127013889,Sadness,0.8,3,13,0,0.039,0.041,14
ObjectId("5d3257e36b361d2ed051d2b6"),238,1,1143611975446011910,Joy,0.8,6,20,0,0.079,0.064,8
ObjectId("5d3257e36b361d2ed051d2b7"),238,0,1143611267015499777,Joy,0.8,44,186,0,0.579,0.592,1
ObjectId("5d3257e36b361d2ed051d2b8"),231,14,1067418431065137152,Joy,1.3,663,1802,0,0.064,0.077,100
ObjectId("5d3257e36b361d2ed051d2b9"),231,13,1067418425042116608,Joy,1.3,487,1122,0,0.047,0.048,93
ObjectId("5d3257e36b361d2ed051d2ba"),231,12,1067418420860342273,Fear,1.3,480,1040,0,0.046,0.045,86
ObjectId("5d3257e36b361d2ed051d2bb"),231,11,1067418417639145472,Joy,1.3,507,1099,0,0.049,0.047,79
ObjectId("5d3257e36b361d2ed051d2bc"),231,10,1067418414011043840,Joy,1.3,492,1088,0,0.047,0.047,72
ObjectId("5d3257e36b361d2ed051d2bd"),231,9,1067418410865369088,Anger,1.3,482,1086,0,0.046,0.047,65
ObjectId("5d3257e36b361d2ed051d2be"),231,8,1067418407329546242,Fear,1.3,519,1140,0,0.05,0.049,58
ObjectId("5d3257e36b361d2ed051d2bf"),231,7,1067418403323985920,Joy,1.3,508,1128,0,0.049,0.048,50
ObjectId("5d3257e36b361d2ed051d2c0"),231,6,1067418398534053888,Joy,1.3,527,1187,0,0.051,0.051,43
ObjectId("5d3257e36b361d2ed051d2c1"),231,5,1067418395073761280,Joy,1.3,503,1140,0,0.048,0.049,36
ObjectId("5d3257e36b361d2ed051d2c2"),231,4,1067418392095846405,Joy,1.3,531,1186,0,0.051,0.051,29
ObjectId("5d3257e36b361d2ed051d2c3"),231,3,1067418388866191362,Fear,1.3,536,1207,0,0.051,0.052,22
ObjectId("5d3257e36b361d2ed051d2c4"),231,2,1067418385271701504,Joy,1.3,572,1296,0,0.055,0.056,15
ObjectId("5d3257e36b361d2ed051d2c5"),231,1,1067418381735944194,Joy,1.3,618,1436,0,0.059,0.062,8
ObjectId("5d3257e36b361d2ed051d2c6"),231,0,1067418354829467649,Disgust,1.3,2984,6387,0,0.287,0.274,1
ObjectId("5d3257e36b361d2ed051d2c7"),62,6,1143275362324889600,Joy,0.9,1924,29069,0,0.052,0.177,100
ObjectId("5d3257e36b361d2ed051d2c8"),62,5,1143275360802361344,Joy,0.9,1028,12410,0,0.028,0.076,84
ObjectId("5d3257e36b361d2ed051d2c9"),62,4,1143275358327734272,Joy,0.9,385,7377,0,0.01,0.045,67
ObjectId("5d3257e36b361d2ed051d2ca"),62,3,1143275357023301641,Joy,0.9,1688,15811,0,0.045,0.096,50
ObjectId("5d3257e36b361d2ed051d2cb"),62,2,1143275355320381440,Joy,0.9,602,7692,0,0.016,0.047,34
ObjectId("5d3257e36b361d2ed051d2cc"),62,1,1143275353676210177,Joy,0.9,496,7391,0,0.013,0.045,18
ObjectId("5d3257e36b361d2ed051d2cd"),62,0,1143275350777978880,Anger,0.9,31007,84177,0,0.835,0.513,1
ObjectId("5d3257e36b361d2ed051d2ce"),258,16,1126217470946291712,Surprise,2.3,593,2351,0,0.034,0.047,100
ObjectId("5d3257e36b361d2ed051d2cf"),258,15,1126216920884293633,Joy,2.3,517,2080,0,0.029,0.041,94
ObjectId("5d3257e36b361d2ed051d2d0"),258,14,1126216130526359553,Joy,2.3,536,1999,0,0.03,0.04,88
ObjectId("5d3257e36b361d2ed051d2d1"),258,13,1126215726703026176,Anger,2.3,1285,2685,0,0.073,0.054,81
ObjectId("5d3257e36b361d2ed051d2d2"),258,12,1126215301207592960,Joy,2.3,656,2015,0,0.037,0.04,75
ObjectId("5d3257e36b361d2ed051d2d3"),258,11,1126213996607148041,Joy,2.3,890,3111,0,0.05,0.062,69
ObjectId("5d3257e36b361d2ed051d2d4"),258,10,1126213142210646016,Joy,2.3,536,2057,0,0.03,0.041,63
ObjectId("5d3257e36b361d2ed051d2d5"),258,9,1126212585597087744,Fear,2.3,513,2118,0,0.029,0.042,57
ObjectId("5d3257e36b361d2ed051d2d6"),258,8,1126212081559248897,Surprise,2.3,517,1934,0,0.029,0.039,50
ObjectId("5d3257e36b361d2ed051d2d7"),258,7,1126211666780336129,Joy,2.3,892,2599,0,0.051,0.052,44
ObjectId("5d3257e36b361d2ed051d2d8"),258,6,1126210764463845377,Fear,2.3,927,2879,0,0.053,0.057,38
ObjectId("5d3257e36b361d2ed051d2d9"),258,5,1126209922486734849,Surprise,2.3,563,2060,0,0.032,0.041,32
ObjectId("5d3257e36b361d2ed051d2da"),258,4,1126209546853199872,Fear,2.3,989,2688,0,0.056,0.054,26
ObjectId("5d3257e36b361d2ed051d2db"),258,3,1126209192036065280,Surprise,2.3,820,2624,0,0.047,0.052,20
ObjectId("5d3257e36b361d2ed051d2dc"),258,2,1126208859478134784,Joy,2.3,703,2218,0,0.04,0.044,13
ObjectId("5d3257e36b361d2ed051d2dd"),258,1,1126208429775839239,Joy,2.3,861,2601,0,0.049,0.052,7
ObjectId("5d3257e36b361d2ed051d2de"),258,0,1126207817365499904,Surprise,2.3,5834,12102,0,0.331,0.241,1
ObjectId("5d3257e36b361d2ed051d2df"),241,15,1090358405405892608,Joy,0.8,24,39,0,0.048,0.042,100
ObjectId("5d3257e36b361d2ed051d2e0"),241,14,1090357328338071552,Joy,0.8,15,31,0,0.03,0.034,93
ObjectId("5d3257e36b361d2ed051d2e1"),241,13,1090355761564200960,Surprise,0.8,35,52,0,0.07,0.056,87
ObjectId("5d3257e36b361d2ed051d2e2"),241,12,1090350489324085248,Joy,0.8,52,82,0,0.104,0.089,80
ObjectId("5d3257e36b361d2ed051d2e3"),241,11,1090350483565244416,Joy,0.8,15,40,0,0.03,0.043,74
ObjectId("5d3257e36b361d2ed051d2e4"),241,10,1090350478091726848,Fear,0.8,16,42,0,0.032,0.046,67
ObjectId("5d3257e36b361d2ed051d2e5"),241,9,1090350469782720512,Joy,0.8,18,44,0,0.036,0.048,60
ObjectId("5d3257e36b361d2ed051d2e6"),241,8,1090350466897080320,Joy,0.8,21,49,0,0.042,0.053,54
ObjectId("5d3257e36b361d2ed051d2e7"),241,7,1090350462673403904,Surprise,0.8,21,45,0,0.042,0.049,47
ObjectId("5d3257e36b361d2ed051d2e8"),241,6,1090350457673768960,Anger,0.8,27,54,0,0.054,0.059,41
ObjectId("5d3257e36b361d2ed051d2e9"),241,5,1090350451407482880,Joy,0.8,16,41,0,0.032,0.044,34
ObjectId("5d3257e36b361d2ed051d2ea"),241,4,1090350443325059072,Joy,0.8,21,41,0,0.042,0.044,27
ObjectId("5d3257e36b361d2ed051d2eb"),241,3,1090350439285977088,Joy,0.8,20,46,0,0.04,0.05,21
ObjectId("5d3257e36b361d2ed051d2ec"),241,2,1090350434861015040,Joy,0.8,21,45,0,0.042,0.049,14
ObjectId("5d3257e36b361d2ed051d2ed"),241,1,1090350430477987840,Joy,0.8,26,50,0,0.052,0.054,8
ObjectId("5d3257e36b361d2ed051d2ee"),241,0,1090350424882786304,Anger,0.8,153,221,0,0.305,0.239,1
ObjectId("5d3257e36b361d2ed051d2ef"),327,23,1068730162995376129,Fear,1,195,3784,0,0.038,0.068,100
ObjectId("5d3257e36b361d2ed051d2f0"),327,22,1068729752834400256,Joy,1,66,1649,0,0.013,0.03,96
ObjectId("5d3257e36b361d2ed051d2f1"),327,21,1068723934101524480,Joy,1,930,4816,0,0.179,0.087,91
ObjectId("5d3257e36b361d2ed051d2f2"),327,20,1068722954924511232,Anger,1,103,2601,0,0.02,0.047,87
ObjectId("5d3257e36b361d2ed051d2f3"),327,19,1068722519052435456,Surprise,1,32,1368,0,0.006,0.025,83
ObjectId("5d3257e36b361d2ed051d2f4"),327,18,1068721969707667456,Fear,1,44,1563,0,0.008,0.028,78
ObjectId("5d3257e36b361d2ed051d2f5"),327,17,1068721487299862528,Anger,1,22,932,0,0.004,0.017,74
ObjectId("5d3257e36b361d2ed051d2f6"),327,16,1068720944640864257,Joy,1,22,927,0,0.004,0.017,70
ObjectId("5d3257e36b361d2ed051d2f7"),327,15,1068720431006285824,Surprise,1,29,1152,0,0.006,0.021,66
ObjectId("5d3257e36b361d2ed051d2f8"),327,14,1068711327391248384,Joy,1,37,981,0,0.007,0.018,61
ObjectId("5d3257e36b361d2ed051d2f9"),327,13,1068695187776516096,Surprise,1,32,983,0,0.006,0.018,57
ObjectId("5d3257e36b361d2ed051d2fa"),327,12,1068692257598054404,Sadness,1,45,1572,0,0.009,0.028,53
ObjectId("5d3257e36b361d2ed051d2fb"),327,11,1068690825884905472,Sadness,1,151,1484,0,0.029,0.027,48
ObjectId("5d3257e36b361d2ed051d2fc"),327,10,1068689562044678144,Joy,1,20,646,0,0.004,0.012,44
ObjectId("5d3257e36b361d2ed051d2fd"),327,9,1068689279998717952,Fear,1,25,999,0,0.005,0.018,40
ObjectId("5d3257e36b361d2ed051d2fe"),327,8,1068688731757060096,Fear,1,73,1727,0,0.014,0.031,35
ObjectId("5d3257e36b361d2ed051d2ff"),327,7,1068687886231498754,Fear,1,31,881,0,0.006,0.016,31
ObjectId("5d3257e36b361d2ed051d300"),327,6,1068687569225949184,Fear,1,32,964,0,0.006,0.017,27
ObjectId("5d3257e36b361d2ed051d301"),327,5,1068687365219254277,Joy,1,32,919,0,0.006,0.017,23
ObjectId("5d3257e36b361d2ed051d302"),327,4,1068687105784774658,Joy,1,57,1156,0,0.011,0.021,18
ObjectId("5d3257e36b361d2ed051d303"),327,3,1068686409710608384,Fear,1,25,1369,0,0.005,0.025,14
ObjectId("5d3257e36b361d2ed051d304"),327,2,1068686229254914049,Anger,1,152,2755,0,0.029,0.05,10
ObjectId("5d3257e36b361d2ed051d305"),327,1,1068685917450309632,Sadness,1,45,1716,0,0.009,0.031,5
ObjectId("5d3257e36b361d2ed051d306"),327,0,1068682931609247744,Fear,1,2987,18624,0,0.576,0.335,1
ObjectId("5d3257e36b361d2ed051d307"),254,16,976250046613213185,Sadness,1,37,245,0,0.023,0.029,100
ObjectId("5d3257e36b361d2ed051d308"),254,15,976176207527120899,Anger,1,61,341,0,0.038,0.041,94
ObjectId("5d3257e36b361d2ed051d309"),254,14,976175069889269760,Surprise,1,88,524,0,0.054,0.062,88
ObjectId("5d3257e36b361d2ed051d30a"),254,13,976173892602654720,Disgust,1,96,539,0,0.059,0.064,81
ObjectId("5d3257e36b361d2ed051d30b"),254,12,976172969025331205,Joy,1,56,415,0,0.035,0.049,75
ObjectId("5d3257e36b361d2ed051d30c"),254,11,976172430166196227,Joy,1,87,407,0,0.054,0.048,69
ObjectId("5d3257e36b361d2ed051d30d"),254,10,976171644824801281,Joy,1,60,421,0,0.037,0.05,63
ObjectId("5d3257e36b361d2ed051d30e"),254,9,976171054984060928,Fear,1,121,572,0,0.075,0.068,57
ObjectId("5d3257e36b361d2ed051d30f"),254,8,976170169671344128,Joy,1,35,297,0,0.022,0.035,50
ObjectId("5d3257e36b361d2ed051d310"),254,7,976169966419546112,Fear,1,74,471,0,0.046,0.056,44
ObjectId("5d3257e36b361d2ed051d311"),254,6,976169015386222594,Fear,1,50,377,0,0.031,0.045,38
ObjectId("5d3257e36b361d2ed051d312"),254,5,976168477273845761,Anger,1,74,493,0,0.046,0.059,32
ObjectId("5d3257e36b361d2ed051d313"),254,4,976167422913925122,Fear,1,66,447,0,0.041,0.053,26
ObjectId("5d3257e36b361d2ed051d314"),254,3,976166525508947968,Fear,1,62,446,0,0.038,0.053,20
ObjectId("5d3257e36b361d2ed051d315"),254,2,976165693765890048,Joy,1,77,551,0,0.048,0.066,13
ObjectId("5d3257e36b361d2ed051d316"),254,1,976164779021783043,Surprise,1,83,529,0,0.051,0.063,7
ObjectId("5d3257e36b361d2ed051d317"),254,0,976164072067620864,Fear,1,489,1330,0,0.302,0.158,1
ObjectId("5d3257e36b361d2ed051d318"),81,7,954399505801142272,Joy,1.4,319,1566,0,0.579,0.37,100
ObjectId("5d3257e36b361d2ed051d319"),81,6,954399351589105664,Joy,1.4,47,602,0,0.085,0.142,86
ObjectId("5d3257e36b361d2ed051d31a"),81,5,954399254566465542,Surprise,1.4,5,215,0,0.009,0.051,72
ObjectId("5d3257e36b361d2ed051d31b"),81,4,954399140552691712,Joy,1.4,16,282,0,0.029,0.067,58
ObjectId("5d3257e36b361d2ed051d31c"),81,3,954399045681688576,Surprise,1.4,30,389,0,0.054,0.092,43
ObjectId("5d3257e36b361d2ed051d31d"),81,2,954398947212054534,Surprise,1.4,6,171,0,0.011,0.04,29
ObjectId("5d3257e36b361d2ed051d31e"),81,1,954398842606075905,Fear,1.4,41,282,0,0.074,0.067,15
ObjectId("5d3257e36b361d2ed051d31f"),81,0,954250451955867648,Joy,1.4,86,722,1,0.156,0.171,1
ObjectId("5d3257e36b361d2ed051d320"),242,15,976316941878136832,Joy,2.3,195,353,0,0.061,0.105,100
ObjectId("5d3257e36b361d2ed051d321"),242,14,976316136391413760,Joy,2.3,111,134,0,0.035,0.04,93
ObjectId("5d3257e36b361d2ed051d322"),242,13,976315789652480000,Joy,2.3,66,73,0,0.021,0.022,87
ObjectId("5d3257e36b361d2ed051d323"),242,12,976315513239408640,Joy,2.3,88,90,0,0.027,0.027,80
ObjectId("5d3257e36b361d2ed051d324"),242,11,976315231264825346,Joy,2.3,93,100,0,0.029,0.03,74
ObjectId("5d3257e36b361d2ed051d325"),242,10,976314468568203264,Fear,2.3,161,179,0,0.05,0.053,67
ObjectId("5d3257e36b361d2ed051d326"),242,9,976313707134406658,Fear,2.3,104,132,0,0.032,0.039,60
ObjectId("5d3257e36b361d2ed051d327"),242,8,976313476409896961,Joy,2.3,81,90,0,0.025,0.027,54
ObjectId("5d3257e36b361d2ed051d328"),242,7,976312958669279232,Joy,2.3,86,97,0,0.027,0.029,47
ObjectId("5d3257e36b361d2ed051d329"),242,6,976312354303565824,Joy,2.3,255,210,0,0.08,0.063,41
ObjectId("5d3257e36b361d2ed051d32a"),242,5,976312115718950912,Joy,2.3,196,163,0,0.061,0.049,34
ObjectId("5d3257e36b361d2ed051d32b"),242,4,976311634544164864,Fear,2.3,96,111,0,0.03,0.033,27
ObjectId("5d3257e36b361d2ed051d32c"),242,3,976311106418413568,Joy,2.3,173,150,0,0.054,0.045,21
ObjectId("5d3257e36b361d2ed051d32d"),242,2,976310958841835521,Joy,2.3,158,169,0,0.049,0.05,14
ObjectId("5d3257e36b361d2ed051d32e"),242,1,976310344191705088,Joy,2.3,182,244,0,0.057,0.073,8
ObjectId("5d3257e36b361d2ed051d32f"),242,0,976310142475100160,Fear,2.3,1156,1057,0,0.361,0.315,1
ObjectId("5d3257e36b361d2ed051d330"),14,3,976199917915033601,Surprise,1.2,2928,5376,0,0.289,0.352,100
ObjectId("5d3257e36b361d2ed051d331"),14,2,976199584656642048,Joy,1.2,2061,2782,0,0.204,0.182,67
ObjectId("5d3257e36b361d2ed051d332"),14,1,976193236996902918,Surprise,1.2,1952,2838,0,0.193,0.186,34
ObjectId("5d3257e36b361d2ed051d333"),14,0,976190892833951745,Joy,1.2,3174,4291,0,0.314,0.281,1
ObjectId("5d3257e36b361d2ed051d334"),225,14,1131556432804028417,Joy,1,9,132,0,0.033,0.061,100
ObjectId("5d3257e36b361d2ed051d335"),225,13,1131556032705114112,Surprise,1,12,139,0,0.043,0.065,93
ObjectId("5d3257e36b361d2ed051d336"),225,12,1131555669813936128,Fear,1,10,107,0,0.036,0.05,86
ObjectId("5d3257e36b361d2ed051d337"),225,11,1131555322374610944,Fear,1,20,137,0,0.072,0.064,79
ObjectId("5d3257e36b361d2ed051d338"),225,10,1131555135119855617,Joy,1,13,124,0,0.047,0.058,72
ObjectId("5d3257e36b361d2ed051d339"),225,9,1131554847780757504,Fear,1,17,141,0,0.062,0.065,65
ObjectId("5d3257e36b361d2ed051d33a"),225,8,1131554689051516929,Fear,1,17,161,0,0.062,0.075,58
ObjectId("5d3257e36b361d2ed051d33b"),225,7,1131554533149220865,Fear,1,13,153,0,0.047,0.071,50
ObjectId("5d3257e36b361d2ed051d33c"),225,6,1131554342950133762,Fear,1,8,151,0,0.029,0.07,43
ObjectId("5d3257e36b361d2ed051d33d"),225,5,1131553991836491776,Fear,1,4,104,0,0.014,0.048,36
ObjectId("5d3257e36b361d2ed051d33e"),225,4,1131553835753906176,Sadness,1,37,257,0,0.134,0.119,29
ObjectId("5d3257e36b361d2ed051d33f"),225,3,1131553612684025856,Surprise,1,26,145,0,0.094,0.067,22
ObjectId("5d3257e36b361d2ed051d340"),225,2,1131553236438134784,Fear,1,14,110,0,0.051,0.051,15
ObjectId("5d3257e36b361d2ed051d341"),225,1,1131552604247470080,Fear,1,21,162,0,0.076,0.075,8
ObjectId("5d3257e36b361d2ed051d342"),225,0,1131552365277011968,Surprise,1,54,129,0,0.196,0.06,1
ObjectId("5d3257e36b361d2ed051d343"),31,4,1111296710691692545,Surprise,1,2426,13712,0,0.15,0.274,100
ObjectId("5d3257e36b361d2ed051d344"),31,3,1111295694189547520,Joy,1,920,5345,0,0.057,0.107,75
ObjectId("5d3257e36b361d2ed051d345"),31,2,1111294842355748864,Joy,1,1065,5673,0,0.066,0.113,50
ObjectId("5d3257e36b361d2ed051d346"),31,1,1111293819646078981,Surprise,1,1106,5511,0,0.068,0.11,26
ObjectId("5d3257e36b361d2ed051d347"),31,0,1111293092785733632,Joy,1,10696,19843,0,0.66,0.396,1
ObjectId("5d3257e36b361d2ed051d348"),296,20,1111294072298311685,Joy,1.4,45,393,0,0.037,0.075,100
ObjectId("5d3257e36b361d2ed051d349"),296,19,1111293646974914561,Joy,1.4,39,216,0,0.032,0.041,95
ObjectId("5d3257e36b361d2ed051d34a"),296,18,1111293034270986240,Fear,1.4,28,147,0,0.023,0.028,90
ObjectId("5d3257e36b361d2ed051d34b"),296,17,1111292531696943104,Anger,1.4,30,171,0,0.025,0.033,85
ObjectId("5d3257e36b361d2ed051d34c"),296,16,1111292022218997760,Joy,1.4,32,155,0,0.026,0.03,80
ObjectId("5d3257e36b361d2ed051d34d"),296,15,1111291523864367109,Joy,1.4,38,187,0,0.031,0.036,75
ObjectId("5d3257e36b361d2ed051d34e"),296,14,1111290958736490496,Fear,1.4,37,242,0,0.031,0.046,70
ObjectId("5d3257e36b361d2ed051d34f"),296,13,1111290460348313601,Fear,1.4,34,183,0,0.028,0.035,65
ObjectId("5d3257e36b361d2ed051d350"),296,12,1111289742920962048,Fear,1.4,40,202,0,0.033,0.039,60
ObjectId("5d3257e36b361d2ed051d351"),296,11,1111289157173895169,Joy,1.4,33,200,0,0.027,0.038,55
ObjectId("5d3257e36b361d2ed051d352"),296,10,1111288032425136128,Fear,1.4,41,194,0,0.034,0.037,50
ObjectId("5d3257e36b361d2ed051d353"),296,9,1111287159762358273,Sadness,1.4,50,220,1,0.041,0.042,46
ObjectId("5d3257e36b361d2ed051d354"),296,8,1111285333331791872,Joy,1.4,52,209,0,0.043,0.04,41
ObjectId("5d3257e36b361d2ed051d355"),296,7,1111284751422369792,Surprise,1.4,44,205,0,0.036,0.039,36
ObjectId("5d3257e36b361d2ed051d356"),296,6,1111284175112454144,Fear,1.4,50,229,0,0.041,0.044,31
ObjectId("5d3257e36b361d2ed051d357"),296,5,1111283340223660032,Joy,1.4,55,249,0,0.045,0.048,26
ObjectId("5d3257e36b361d2ed051d358"),296,4,1111282143681019905,Surprise,1.4,49,232,0,0.04,0.044,21
ObjectId("5d3257e36b361d2ed051d359"),296,3,1111281171093250054,Sadness,1.4,44,221,0,0.036,0.042,16
ObjectId("5d3257e36b361d2ed051d35a"),296,2,1111280131782467584,Fear,1.4,61,244,0,0.05,0.047,11
ObjectId("5d3257e36b361d2ed051d35b"),296,1,1111279237040914432,Joy,1.4,60,245,0,0.049,0.047,6
ObjectId("5d3257e36b361d2ed051d35c"),296,0,1111278609858220032,Joy,1.4,350,879,0,0.289,0.168,1
ObjectId("5d3257e36b361d2ed051d35d"),48,5,1143406062172823553,Surprise,1.4,11,69,0,0.01,0.018,100
ObjectId("5d3257e36b361d2ed051d35e"),48,4,1143183399143784448,Fear,1.4,159,813,0,0.138,0.217,80
ObjectId("5d3257e36b361d2ed051d35f"),48,3,1143178512771297280,Surprise,1.4,146,581,0,0.127,0.155,60
ObjectId("5d3257e36b361d2ed051d360"),48,2,1143175110368661506,Joy,1.4,121,498,0,0.105,0.133,41
ObjectId("5d3257e36b361d2ed051d361"),48,1,1143174513510760448,Fear,1.4,133,529,0,0.115,0.141,21
ObjectId("5d3257e36b361d2ed051d362"),48,0,1143174191845449729,Joy,1.4,581,1260,0,0.504,0.336,1
ObjectId("5d3257e36b361d2ed051d363"),110,8,1112520209108291584,Joy,1.1,13,200,0,0.04,0.085,100
ObjectId("5d3257e36b361d2ed051d364"),110,7,1112520207208202241,Joy,1.1,22,277,0,0.068,0.118,88
ObjectId("5d3257e36b361d2ed051d365"),110,6,1112520205673091072,Joy,1.1,19,262,0,0.059,0.112,75
ObjectId("5d3257e36b361d2ed051d366"),110,5,1112520203097772032,Joy,1.1,19,192,0,0.059,0.082,63
ObjectId("5d3257e36b361d2ed051d367"),110,4,1112520201407475720,Sadness,1.1,35,257,0,0.108,0.11,50
ObjectId("5d3257e36b361d2ed051d368"),110,3,1112520199671107589,Joy,1.1,19,222,0,0.059,0.095,38
ObjectId("5d3257e36b361d2ed051d369"),110,2,1112520197594857472,Joy,1.1,7,108,0,0.022,0.046,26
ObjectId("5d3257e36b361d2ed051d36a"),110,1,1112520195984248833,Joy,1.1,9,116,0,0.028,0.05,13
ObjectId("5d3257e36b361d2ed051d36b"),110,0,1112410020522659841,Fear,1.1,180,708,0,0.556,0.302,1
ObjectId("5d3257e36b361d2ed051d36c"),108,8,1141108431614558210,Joy,1.1,13,40,0,0.083,0.087,100
ObjectId("5d3257e36b361d2ed051d36d"),108,7,1141108429752328194,Joy,1.1,10,36,0,0.064,0.078,88
ObjectId("5d3257e36b361d2ed051d36e"),108,6,1141108427747483648,Disgust,1.1,14,37,0,0.09,0.08,75
ObjectId("5d3257e36b361d2ed051d36f"),108,5,1141108425889390593,Disgust,1.1,19,41,0,0.122,0.089,63
ObjectId("5d3257e36b361d2ed051d370"),108,4,1141108424035504130,Joy,1.1,11,35,0,0.071,0.076,50
ObjectId("5d3257e36b361d2ed051d371"),108,3,1141108421875437569,Joy,1.1,12,29,0,0.077,0.063,38
ObjectId("5d3257e36b361d2ed051d372"),108,2,1141108419820216321,Disgust,1.1,16,44,0,0.103,0.095,26
ObjectId("5d3257e36b361d2ed051d373"),108,1,1141108417664303111,Fear,1.1,13,42,0,0.083,0.091,13
ObjectId("5d3257e36b361d2ed051d374"),108,0,1141108408411664385,Joy,1.1,47,157,0,0.301,0.34,1
ObjectId("5d3257e36b361d2ed051d375"),361,27,1031868326232956934,Fear,1,94,297,0,0.024,0.042,100
ObjectId("5d3257e36b361d2ed051d376"),361,26,1031868324492333057,Joy,1,187,308,0,0.048,0.043,96
ObjectId("5d3257e36b361d2ed051d377"),361,25,1031868323208880129,Joy,1,52,146,0,0.013,0.02,93
ObjectId("5d3257e36b361d2ed051d378"),361,24,1031867716288823296,Joy,1,53,155,0,0.014,0.022,89
ObjectId("5d3257e36b361d2ed051d379"),361,23,1031867714988593152,Joy,1,56,151,0,0.014,0.021,85
ObjectId("5d3257e36b361d2ed051d37a"),361,22,1031867713591955457,Surprise,1,55,149,0,0.014,0.021,82
ObjectId("5d3257e36b361d2ed051d37b"),361,21,1031867712232992768,Anger,1,73,175,0,0.019,0.025,78
ObjectId("5d3257e36b361d2ed051d37c"),361,20,1031867710886608897,Anger,1,92,206,0,0.024,0.029,74
ObjectId("5d3257e36b361d2ed051d37d"),361,19,1031867709670281216,Joy,1,48,141,0,0.012,0.02,71
ObjectId("5d3257e36b361d2ed051d37e"),361,18,1031867708340625408,Joy,1,53,138,0,0.014,0.019,67
ObjectId("5d3257e36b361d2ed051d37f"),361,17,1031867707006885888,Joy,1,50,149,0,0.013,0.021,63
ObjectId("5d3257e36b361d2ed051d380"),361,16,1031867705543024641,Surprise,1,47,147,0,0.012,0.021,60
ObjectId("5d3257e36b361d2ed051d381"),361,15,1031867704234467329,Fear,1,56,154,0,0.014,0.022,56
ObjectId("5d3257e36b361d2ed051d382"),361,14,1031867702908993537,Fear,1,64,168,0,0.016,0.024,52
ObjectId("5d3257e36b361d2ed051d383"),361,13,1031867701596250114,Fear,1,51,145,0,0.013,0.02,49
