_id,hilo,posicion_hilo,fecha,id,user_id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d257ef46b361d2564f95899"),0,2,""2019-06-28T14:59:15.000Z"",1144621287333081089,21307076,Anger,1.16113,5776,18463,0,0.181,0.192,100
ObjectId("5d257ef46b361d2564f9589a"),0,1,""2019-06-28T14:39:59.000Z"",1144616439908896768,21307076,Joy,1.16113,3750,14916,0,0.117,0.155,50
ObjectId("5d257ef46b361d2564f9589b"),0,0,""2019-06-28T14:36:44.000Z"",1144615620845219841,21307076,Joy,1.16113,22429,62606,0,0.702,0.652,1
ObjectId("5d257ef46b361d2564f9589c"),1,2,""2019-06-28T04:39:25.000Z"",1144465300475138048,2316383071,Joy,1.22267,2446,5579,1,0.138,0.14,100
ObjectId("5d257ef46b361d2564f9589d"),1,1,""2019-06-28T04:31:49.000Z"",1144463388363202560,2316383071,Fear,1.22267,1805,4683,1,0.102,0.117,50
ObjectId("5d257ef46b361d2564f9589e"),1,0,""2019-06-28T03:43:57.000Z"",1144451342238408704,2316383071,Joy,1.22267,13488,29646,1,0.76,0.743,1
ObjectId("5d257ef46b361d2564f9589f"),2,2,""2019-06-25T19:42:53.000Z"",1143605500745064448,24212955,Fear,1.26804,7,17,0,0.226,0.34,100
ObjectId("5d257ef46b361d2564f958a0"),2,1,""2019-06-25T19:41:56.000Z"",1143605262940549121,24212955,Joy,1.26804,5,13,0,0.161,0.26,50
ObjectId("5d257ef46b361d2564f958a1"),2,0,""2019-06-25T19:40:32.000Z"",1143604910212206593,24212955,Disgust,1.26804,18,19,0,0.581,0.38,1
ObjectId("5d257ef46b361d2564f958a2"),3,2,""2019-06-28T22:02:53.000Z"",1144727898122805249,2314464974,Sadness,0.9744,19,73,0,0.114,0.131,100
ObjectId("5d257ef46b361d2564f958a3"),3,1,""2019-06-28T21:57:02.000Z"",1144726425251045376,2314464974,Fear,0.9744,16,52,0,0.096,0.093,50
ObjectId("5d257ef46b361d2564f958a4"),3,0,""2019-06-28T21:54:54.000Z"",1144725888011001856,2314464974,Joy,0.9744,131,432,0,0.784,0.774,1
ObjectId("5d257ef46b361d2564f958a5"),4,2,""2018-12-10T21:53:41.000Z"",1072248011076571141,39155029,Joy,1.17499,740,2048,0,0.118,0.136,100
ObjectId("5d257ef46b361d2564f958a6"),4,1,""2018-12-10T21:40:55.000Z"",1072244797753212931,39155029,Joy,1.17499,1027,2773,0,0.164,0.185,50
ObjectId("5d257ef46b361d2564f958a7"),4,0,""2018-12-10T21:38:27.000Z"",1072244175544963073,39155029,Surprise,1.17499,4500,10186,0,0.718,0.679,1
ObjectId("5d257ef46b361d2564f958a8"),5,3,""2018-11-26T18:47:32.000Z"",1067127731232616456,1936999562,Fear,1.01279,3,6,1,0.058,0.12,100
ObjectId("5d257ef46b361d2564f958a9"),5,2,""2018-11-26T18:47:31.000Z"",1067127727193579521,1936999562,Surprise,1.01279,12,11,1,0.231,0.22,67
ObjectId("5d257ef46b361d2564f958aa"),5,1,""2018-11-26T18:47:30.000Z"",1067127725624836096,1936999562,Joy,1.01279,13,11,0,0.25,0.22,34
ObjectId("5d257ef46b361d2564f958ab"),5,0,""2018-11-26T18:40:31.000Z"",1067125967796211712,1936999562,Joy,1.01279,23,21,1,0.442,0.42,1
ObjectId("5d257ef46b361d2564f958ac"),6,3,""2018-01-01T15:01:25.000Z"",947845222310076416,22434517,Fear,1.33755,1257,1788,0,0.104,0.084,100
ObjectId("5d257ef46b361d2564f958ad"),6,2,""2018-01-01T14:50:59.000Z"",947842597166501888,22434517,Fear,1.33755,969,1438,1,0.08,0.068,67
ObjectId("5d257ef46b361d2564f958ae"),6,1,""2018-01-01T14:32:32.000Z"",947837953665093633,22434517,Fear,1.33755,1801,2712,1,0.149,0.127,34
ObjectId("5d257ef46b361d2564f958af"),6,0,""2018-01-01T12:44:05.000Z"",947810659571466240,22434517,Disgust,1.33755,8041,15354,1,0.666,0.721,1
ObjectId("5d257ef46b361d2564f958b0"),7,3,""2019-05-25T12:53:20.000Z"",1132268412078632960,66369181,Joy,1.83187,3166,10801,1,0.234,0.274,100
ObjectId("5d257ef46b361d2564f958b1"),7,2,""2019-05-25T12:53:18.000Z"",1132268403455078402,66369181,Joy,1.83187,1909,6690,0,0.141,0.169,67
ObjectId("5d257ef46b361d2564f958b2"),7,1,""2019-05-25T12:53:16.000Z"",1132268393237762048,66369181,Joy,1.83187,1661,5576,1,0.123,0.141,34
ObjectId("5d257ef46b361d2564f958b3"),7,0,""2019-05-25T12:53:14.000Z"",1132268385440555008,66369181,Fear,1.83187,6808,16417,0,0.503,0.416,1
ObjectId("5d257ef46b361d2564f958b4"),8,3,""2019-04-19T20:05:51.000Z"",1119331296470237185,357606935,Joy,1.82529,30566,106763,0,0.405,0.361,100
ObjectId("5d257ef46b361d2564f958b5"),8,2,""2019-04-19T20:05:51.000Z"",1119331295547596800,357606935,Joy,1.82529,10984,50697,0,0.146,0.171,67
ObjectId("5d257ef46b361d2564f958b6"),8,1,""2019-04-19T20:05:51.000Z"",1119331294486368264,357606935,Fear,1.82529,8310,38779,0,0.11,0.131,34
ObjectId("5d257ef46b361d2564f958b7"),8,0,""2019-04-19T20:05:51.000Z"",1119331293467152384,357606935,Joy,1.82529,25598,99388,0,0.339,0.336,1
ObjectId("5d257ef46b361d2564f958b8"),9,3,""2018-07-25T16:11:21.000Z"",1022152333633966080,25320639,Surprise,0.90971,51,63,0,0.225,0.272,100
ObjectId("5d257ef46b361d2564f958b9"),9,2,""2018-07-25T16:11:21.000Z"",1022152332363137029,25320639,Surprise,0.90971,3,11,0,0.013,0.047,67
ObjectId("5d257ef46b361d2564f958ba"),9,1,""2018-07-25T16:11:20.000Z"",1022152330618253312,25320639,Joy,0.90971,26,25,0,0.115,0.108,34
ObjectId("5d257ef46b361d2564f958bb"),9,0,""2018-07-25T16:11:20.000Z"",1022152329410306048,25320639,Surprise,0.90971,146,132,0,0.643,0.569,1
ObjectId("5d257ef46b361d2564f958bc"),10,3,""2019-02-13T11:45:46.000Z"",1095650233118326784,56961858,Joy,1.81404,413,432,0,0.277,0.276,100
ObjectId("5d257ef46b361d2564f958bd"),10,2,""2019-02-13T11:45:46.000Z"",1095650232078082053,56961858,Joy,1.81404,334,355,2,0.224,0.227,67
ObjectId("5d257ef46b361d2564f958be"),10,1,""2019-02-13T11:43:27.000Z"",1095649651506794501,56961858,Fear,1.81404,382,400,2,0.256,0.256,34
ObjectId("5d257ef46b361d2564f958bf"),10,0,""2019-02-13T11:43:27.000Z"",1095649650395144193,56961858,Surprise,1.81404,360,375,2,0.242,0.24,1
ObjectId("5d257ef46b361d2564f958c0"),11,3,""2019-06-28T00:34:34.000Z"",1144403681720373249,49698134,Joy,1.29349,920,3843,0,0.082,0.079,100
ObjectId("5d257ef46b361d2564f958c1"),11,2,""2019-06-28T00:34:34.000Z"",1144403680982130695,49698134,Fear,1.29349,755,3487,0,0.067,0.072,67
ObjectId("5d257ef46b361d2564f958c2"),11,1,""2019-06-28T00:19:00.000Z"",1144399764198440960,49698134,Anger,1.29349,1705,7705,0,0.151,0.158,34
ObjectId("5d257ef46b361d2564f958c3"),11,0,""2019-06-28T00:17:33.000Z"",1144399401722531842,49698134,Joy,1.29349,7894,33692,0,0.7,0.691,1
ObjectId("5d257ef46b361d2564f958c4"),12,3,""2018-12-25T17:32:30.000Z"",1077618097081774080,877743452364165121,Fear,0.87198,953,5007,0,0.103,0.115,100
ObjectId("5d257ef46b361d2564f958c5"),12,2,""2018-12-25T17:26:48.000Z"",1077616665616105477,877743452364165121,Fear,0.87198,766,3570,0,0.082,0.082,67
ObjectId("5d257ef46b361d2564f958c6"),12,1,""2018-12-25T17:23:00.000Z"",1077615705615491074,877743452364165121,Anger,0.87198,726,3597,0,0.078,0.082,34
ObjectId("5d257ef46b361d2564f958c7"),12,0,""2018-12-25T17:21:17.000Z"",1077615274537508865,877743452364165121,Fear,0.87198,6844,31519,0,0.737,0.721,1
ObjectId("5d257ef46b361d2564f958c8"),13,3,""2018-11-25T23:03:13.000Z"",1066829691280130049,764574111842598912,Joy,0.81307,149,100,1,0.093,0.097,100
ObjectId("5d257ef46b361d2564f958c9"),13,2,""2018-11-25T22:58:54.000Z"",1066828602673639427,764574111842598912,Joy,0.81307,162,89,0,0.101,0.086,67
ObjectId("5d257ef46b361d2564f958ca"),13,1,""2018-11-25T22:55:13.000Z"",1066827678592966656,764574111842598912,Joy,0.81307,179,91,1,0.112,0.088,34
ObjectId("5d257ef46b361d2564f958cb"),13,0,""2018-11-25T22:50:11.000Z"",1066826410290016260,764574111842598912,Fear,0.81307,1113,748,1,0.694,0.727,1
ObjectId("5d257ef46b361d2564f958cc"),14,3,""2018-03-20T20:52:52.000Z"",976199917915033601,722242009,Surprise,1.22337,2928,5376,0,0.289,0.352,100
ObjectId("5d257ef46b361d2564f958cd"),14,2,""2018-03-20T20:51:32.000Z"",976199584656642048,722242009,Joy,1.22337,2061,2782,0,0.204,0.182,67
ObjectId("5d257ef46b361d2564f958ce"),14,1,""2018-03-20T20:26:19.000Z"",976193236996902918,722242009,Surprise,1.22337,1952,2838,0,0.193,0.186,34
ObjectId("5d257ef46b361d2564f958cf"),14,0,""2018-03-20T20:17:00.000Z"",976190892833951745,722242009,Joy,1.22337,3174,4291,0,0.314,0.281,1
ObjectId("5d257ef46b361d2564f958d0"),15,3,""2018-07-14T15:15:37.000Z"",1018152042412552192,25320639,Fear,0.90971,35,71,0,0.257,0.364,100
ObjectId("5d257ef46b361d2564f958d1"),15,2,""2018-07-14T15:15:37.000Z"",1018152041187815426,25320639,Joy,0.90971,22,46,0,0.162,0.236,67
ObjectId("5d257ef46b361d2564f958d2"),15,1,""2018-07-14T15:15:37.000Z"",1018152039094931457,25320639,Joy,0.90971,18,16,0,0.132,0.082,34
ObjectId("5d257ef46b361d2564f958d3"),15,0,""2018-07-14T15:15:36.000Z"",1018152037454884865,25320639,Fear,0.90971,60,61,0,0.441,0.313,1
ObjectId("5d257ef46b361d2564f958d4"),16,3,""2019-02-20T11:46:40.000Z"",1098187173604528129,1050459109202518016,Surprise,1.04733,192,409,0,0.222,0.275,100
ObjectId("5d257ef46b361d2564f958d5"),16,2,""2019-02-20T11:45:07.000Z"",1098186783081332736,1050459109202518016,Joy,1.04733,97,195,0,0.112,0.131,67
ObjectId("5d257ef46b361d2564f958d6"),16,1,""2019-02-20T11:20:51.000Z"",1098180676883546112,1050459109202518016,Fear,1.04733,153,347,1,0.177,0.233,34
ObjectId("5d257ef46b361d2564f958d7"),16,0,""2019-02-20T10:25:02.000Z"",1098166632269131777,1050459109202518016,Disgust,1.04733,423,537,0,0.488,0.361,1
ObjectId("5d257ef46b361d2564f958d8"),17,3,""2018-12-27T21:03:37.000Z"",1078396005467467776,14362404,Joy,1.18174,2155,4030,0,0.338,0.349,100
ObjectId("5d257ef46b361d2564f958d9"),17,2,""2018-12-27T21:01:35.000Z"",1078395493032644608,14362404,Joy,1.18174,1994,3747,0,0.313,0.324,67
ObjectId("5d257ef46b361d2564f958da"),17,1,""2018-12-27T21:00:38.000Z"",1078395251025461248,14362404,Joy,1.18174,979,1781,0,0.154,0.154,34
ObjectId("5d257ef46b361d2564f958db"),17,0,""2018-12-27T20:56:55.000Z"",1078394318979764224,14362404,Joy,1.18174,1246,1988,0,0.195,0.172,1
ObjectId("5d257ef46b361d2564f958dc"),18,3,""2018-07-16T19:57:31.000Z"",1018947760626814982,25320639,Joy,0.90971,76,98,0,0.073,0.077,100
ObjectId("5d257ef46b361d2564f958dd"),18,2,""2018-07-16T19:57:31.000Z"",1018947759452418048,25320639,Fear,0.90971,51,77,0,0.049,0.061,67
ObjectId("5d257ef46b361d2564f958de"),18,1,""2018-07-16T19:57:31.000Z"",1018947757841711104,25320639,Joy,0.90971,78,90,0,0.075,0.071,34
ObjectId("5d257ef46b361d2564f958df"),18,0,""2018-07-16T19:57:30.000Z"",1018947756034023425,25320639,Surprise,0.90971,833,1004,0,0.802,0.791,1
ObjectId("5d257ef46b361d2564f958e0"),19,4,""2019-06-24T20:16:49.000Z"",1143251652113252353,57596040,Joy,0.84063,88,90,0,0.13,0.127,100
ObjectId("5d257ef46b361d2564f958e1"),19,3,""2019-06-24T17:09:57.000Z"",1143204629074862084,57596040,Fear,0.84063,149,159,0,0.221,0.224,75
ObjectId("5d257ef46b361d2564f958e2"),19,2,""2019-06-24T17:03:28.000Z"",1143202996437901313,57596040,Joy,0.84063,121,126,0,0.179,0.178,50
ObjectId("5d257ef46b361d2564f958e3"),19,1,""2019-06-24T16:57:36.000Z"",1143201518780370949,57596040,Fear,0.84063,117,125,2,0.173,0.176,26
ObjectId("5d257ef46b361d2564f958e4"),19,0,""2019-06-24T16:47:42.000Z"",1143199026076147712,57596040,Surprise,0.84063,199,208,2,0.295,0.293,1
ObjectId("5d257ef46b361d2564f958e5"),20,4,""2018-03-23T20:24:18.000Z"",977279892592189441,258617217,Fear,0.75726,1,5,0,0.083,0.278,100
ObjectId("5d257ef46b361d2564f958e6"),20,3,""2018-03-23T20:24:16.000Z"",977279887236005888,258617217,Joy,0.75726,1,2,0,0.083,0.111,75
ObjectId("5d257ef46b361d2564f958e7"),20,2,""2018-03-23T20:24:14.000Z"",977279877337550848,258617217,Fear,0.75726,5,5,1,0.417,0.278,50
ObjectId("5d257ef46b361d2564f958e8"),20,1,""2018-03-23T20:24:10.000Z"",977279861445353473,258617217,Fear,0.75726,1,3,0,0.083,0.167,26
ObjectId("5d257ef46b361d2564f958e9"),20,0,""2018-03-23T20:24:09.000Z"",977279856869281792,258617217,Joy,0.75726,3,2,4,0.25,0.111,1
ObjectId("5d257ef46b361d2564f958ea"),21,4,""2019-05-03T22:50:05.000Z"",1124446053913309184,22009023,Joy,1.04728,410,464,0,0.063,0.054,100
ObjectId("5d257ef46b361d2564f958eb"),21,3,""2019-05-03T22:22:09.000Z"",1124439026021355522,22009023,Sadness,1.04728,364,491,0,0.056,0.057,75
ObjectId("5d257ef46b361d2564f958ec"),21,2,""2019-05-03T22:19:11.000Z"",1124438279921836033,22009023,Joy,1.04728,366,478,0,0.056,0.056,50
ObjectId("5d257ef46b361d2564f958ed"),21,1,""2019-05-03T22:13:03.000Z"",1124436737902641154,22009023,Joy,1.04728,506,618,0,0.078,0.072,26
ObjectId("5d257ef46b361d2564f958ee"),21,0,""2019-05-03T22:06:47.000Z"",1124435158101315593,22009023,Joy,1.04728,4854,6541,0,0.747,0.761,1
ObjectId("5d257ef46b361d2564f958ef"),22,4,""2019-05-29T10:23:44.000Z"",1133680316705628161,1935629324,Joy,0.87818,19,36,0,0.275,0.247,100
ObjectId("5d257ef46b361d2564f958f0"),22,3,""2019-05-29T10:23:44.000Z"",1133680315334045696,1935629324,Joy,0.87818,13,31,0,0.188,0.212,75
ObjectId("5d257ef46b361d2564f958f1"),22,2,""2019-05-29T10:23:44.000Z"",1133680314054774785,1935629324,Joy,0.87818,0,7,1,0,0.048,50
ObjectId("5d257ef46b361d2564f958f2"),22,1,""2019-05-29T10:23:43.000Z"",1133680312687497216,1935629324,Joy,0.87818,0,7,0,0,0.048,26
ObjectId("5d257ef46b361d2564f958f3"),22,0,""2019-05-29T10:23:43.000Z"",1133680310313529344,1935629324,Joy,0.87818,36,64,0,0.522,0.438,1
ObjectId("5d257ef46b361d2564f958f4"),23,4,""2019-02-04T15:38:36.000Z"",1092447335043350528,785549741421568001,Fear,0.81818,46,31,0,0.143,0.089,100
ObjectId("5d257ef46b361d2564f958f5"),23,3,""2019-02-04T15:38:35.000Z"",1092447333265027072,785549741421568001,Joy,0.81818,23,27,0,0.071,0.077,75
ObjectId("5d257ef46b361d2564f958f6"),23,2,""2019-02-04T15:38:35.000Z"",1092447331348140035,785549741421568001,Fear,0.81818,31,33,2,0.096,0.095,50
ObjectId("5d257ef46b361d2564f958f7"),23,1,""2019-02-04T15:38:34.000Z"",1092447329607606273,785549741421568001,Fear,0.81818,28,41,1,0.087,0.117,26
ObjectId("5d257ef46b361d2564f958f8"),23,0,""2019-02-04T15:38:29.000Z"",1092447306853408768,785549741421568001,Joy,0.81818,193,216,1,0.599,0.619,1
ObjectId("5d257ef46b361d2564f958f9"),24,4,""2018-12-09T07:26:39.000Z"",1071667424771145730,2241314820,Joy,0.82973,1970,15407,0,0.043,0.131,100
ObjectId("5d257ef46b361d2564f958fa"),24,3,""2018-12-09T07:18:14.000Z"",1071665306949640192,2241314820,Surprise,0.82973,1671,8036,0,0.037,0.068,75
ObjectId("5d257ef46b361d2564f958fb"),24,2,""2018-12-09T07:10:24.000Z"",1071663333936427008,2241314820,Sadness,0.82973,2199,9718,0,0.048,0.082,50
ObjectId("5d257ef46b361d2564f958fc"),24,1,""2018-12-09T07:05:28.000Z"",1071662092963495936,2241314820,Joy,0.82973,3760,12604,0,0.083,0.107,26
ObjectId("5d257ef46b361d2564f958fd"),24,0,""2018-12-09T07:01:46.000Z"",1071661165019885568,2241314820,Surprise,0.82973,35968,72123,0,0.789,0.612,1
ObjectId("5d257ef46b361d2564f958fe"),25,4,""2019-06-18T16:09:03.000Z"",1141014975516958720,57596040,Fear,0.84063,106,113,2,0.21,0.21,100
ObjectId("5d257ef46b361d2564f958ff"),25,3,""2019-06-18T16:02:09.000Z"",1141013236067819526,57596040,Fear,0.84063,94,104,0,0.186,0.194,75
ObjectId("5d257ef46b361d2564f95900"),25,2,""2019-06-18T16:00:31.000Z"",1141012825500004352,57596040,Joy,0.84063,68,74,1,0.135,0.138,50
ObjectId("5d257ef46b361d2564f95901"),25,1,""2019-06-18T15:53:59.000Z"",1141011181093695488,57596040,Joy,0.84063,78,81,0,0.154,0.151,26
ObjectId("5d257ef46b361d2564f95902"),25,0,""2019-06-18T15:37:17.000Z"",1141006981446164480,57596040,Joy,0.84063,158,164,0,0.313,0.305,1
ObjectId("5d257ef46b361d2564f95903"),26,4,""2019-02-18T01:58:25.000Z"",1097314360819621890,849835616,Fear,0.85602,15,23,0,0.068,0.063,100
ObjectId("5d257ef46b361d2564f95904"),26,3,""2019-02-18T00:51:59.000Z"",1097297642219098113,849835616,Joy,0.85602,13,27,0,0.059,0.074,75
ObjectId("5d257ef46b361d2564f95905"),26,2,""2019-02-18T00:50:41.000Z"",1097297316904546304,849835616,Joy,0.85602,11,23,0,0.05,0.063,50
ObjectId("5d257ef46b361d2564f95906"),26,1,""2019-02-18T00:31:34.000Z"",1097292503429120000,849835616,Joy,0.85602,17,34,0,0.078,0.093,26
ObjectId("5d257ef46b361d2564f95907"),26,0,""2019-02-18T00:29:28.000Z"",1097291977144573952,849835616,Fear,0.85602,162,259,3,0.74,0.706,1
ObjectId("5d257ef46b361d2564f95908"),27,4,""2019-04-13T18:05:12.000Z"",1117126604784693248,47035436,Joy,0.84691,27,28,0,0.135,0.162,100
ObjectId("5d257ef46b361d2564f95909"),27,3,""2019-04-13T18:03:07.000Z"",1117126081838845952,47035436,Sadness,0.84691,16,16,0,0.08,0.092,75
ObjectId("5d257ef46b361d2564f9590a"),27,2,""2019-04-13T17:28:54.000Z"",1117117470479769600,47035436,Fear,0.84691,15,17,0,0.075,0.098,50
ObjectId("5d257ef46b361d2564f9590b"),27,1,""2019-04-13T17:26:53.000Z"",1117116961136099328,47035436,Joy,0.84691,22,20,0,0.11,0.116,26
ObjectId("5d257ef46b361d2564f9590c"),27,0,""2019-04-13T17:22:24.000Z"",1117115833145122817,47035436,Joy,0.84691,119,91,0,0.595,0.526,1
ObjectId("5d257ef46b361d2564f9590d"),28,4,""2018-12-24T22:27:24.000Z"",1077329923147251712,22129280,Joy,1.41017,629,1341,0,0.151,0.175,100
ObjectId("5d257ef46b361d2564f9590e"),28,3,""2018-12-24T22:25:15.000Z"",1077329385483632640,22129280,Fear,1.41017,592,1290,0,0.142,0.169,75
ObjectId("5d257ef46b361d2564f9590f"),28,2,""2018-12-24T22:23:49.000Z"",1077329022617600000,22129280,Disgust,1.41017,523,1054,0,0.125,0.138,50
ObjectId("5d257ef46b361d2564f95910"),28,1,""2018-12-24T22:21:20.000Z"",1077328398823895040,22129280,Surprise,1.41017,639,1259,0,0.153,0.164,26
ObjectId("5d257ef46b361d2564f95911"),28,0,""2018-12-24T22:18:44.000Z"",1077327743820410880,22129280,Joy,1.41017,1792,2709,0,0.429,0.354,1
ObjectId("5d257ef46b361d2564f95912"),29,4,""2019-06-25T16:43:51.000Z"",1143560447750107141,28917111,Fear,1.14589,18,227,0,0.104,0.2,100
ObjectId("5d257ef46b361d2564f95913"),29,3,""2019-06-25T16:43:50.000Z"",1143560443425722368,28917111,Fear,1.14589,39,205,0,0.225,0.18,75
ObjectId("5d257ef46b361d2564f95914"),29,2,""2019-06-25T16:43:50.000Z"",1143560442666610688,28917111,Joy,1.14589,18,121,0,0.104,0.106,50
ObjectId("5d257ef46b361d2564f95915"),29,1,""2019-06-25T16:43:50.000Z"",1143560441827774464,28917111,Joy,1.14589,15,100,0,0.087,0.088,26
ObjectId("5d257ef46b361d2564f95916"),29,0,""2019-06-25T16:43:50.000Z"",1143560441055993856,28917111,Sadness,1.14589,82,483,0,0.474,0.425,1
ObjectId("5d257ef46b361d2564f95917"),30,4,""2018-03-23T23:44:32.000Z"",977330285208457217,562255311,Fear,1.03766,14,31,0,0.143,0.182,100
ObjectId("5d257ef46b361d2564f95918"),30,3,""2018-03-23T23:43:11.000Z"",977329944236777472,562255311,Fear,1.03766,12,25,0,0.122,0.147,75
ObjectId("5d257ef46b361d2564f95919"),30,2,""2018-03-23T23:41:50.000Z"",977329605328568320,562255311,Sadness,1.03766,13,29,0,0.133,0.171,50
ObjectId("5d257ef46b361d2564f9591a"),30,1,""2018-03-23T23:40:36.000Z"",977329294329372672,562255311,Joy,1.03766,17,27,0,0.173,0.159,26
ObjectId("5d257ef46b361d2564f9591b"),30,0,""2018-03-23T23:39:04.000Z"",977328910315634690,562255311,Joy,1.03766,41,57,0,0.418,0.335,1
ObjectId("5d257ef46b361d2564f9591c"),31,4,""2019-03-28T15:59:17.000Z"",1111296710691692545,25605494,Surprise,0.98545,2426,13712,0,0.15,0.274,100
ObjectId("5d257ef46b361d2564f9591d"),31,3,""2019-03-28T15:55:15.000Z"",1111295694189547520,25605494,Joy,0.98545,920,5345,0,0.057,0.107,75
ObjectId("5d257ef46b361d2564f9591e"),31,2,""2019-03-28T15:51:51.000Z"",1111294842355748864,25605494,Joy,0.98545,1065,5673,0,0.066,0.113,50
ObjectId("5d257ef46b361d2564f9591f"),31,1,""2019-03-28T15:47:48.000Z"",1111293819646078981,25605494,Surprise,0.98545,1106,5511,0,0.068,0.11,26
ObjectId("5d257ef46b361d2564f95920"),31,0,""2019-03-28T15:44:54.000Z"",1111293092785733632,25605494,Joy,0.98545,10696,19843,0,0.66,0.396,1
ObjectId("5d257ef46b361d2564f95921"),32,4,""2019-05-07T04:24:16.000Z"",1125617318736875520,817460680748044288,Anger,1.00329,738,4182,0,0.064,0.12,100
ObjectId("5d257ef46b361d2564f95922"),32,3,""2019-05-07T03:54:10.000Z"",1125609742657830912,817460680748044288,Surprise,1.00329,897,3163,0,0.078,0.091,75
ObjectId("5d257ef46b361d2564f95923"),32,2,""2019-05-07T03:33:33.000Z"",1125604555985760256,817460680748044288,Fear,1.00329,731,2900,0,0.064,0.083,50
ObjectId("5d257ef46b361d2564f95924"),32,1,""2019-05-07T03:20:19.000Z"",1125601225192411138,817460680748044288,Anger,1.00329,1159,4144,0,0.101,0.119,26
ObjectId("5d257ef46b361d2564f95925"),32,0,""2019-05-07T03:16:01.000Z"",1125600141694701568,817460680748044288,Disgust,1.00329,7929,20422,0,0.692,0.587,1
ObjectId("5d257ef46b361d2564f95926"),33,4,""2019-02-28T15:50:58.000Z"",1101147759749545984,809974521746911232,Surprise,1.33141,95,171,0,0.064,0.076,100
ObjectId("5d257ef46b361d2564f95927"),33,3,""2019-02-28T14:54:46.000Z"",1101133616665583617,809974521746911232,Fear,1.33141,129,259,0,0.086,0.114,75
ObjectId("5d257ef46b361d2564f95928"),33,2,""2019-02-28T14:47:50.000Z"",1101131868303491072,809974521746911232,Joy,1.33141,149,253,0,0.1,0.112,50
ObjectId("5d257ef46b361d2564f95929"),33,1,""2019-02-28T14:41:06.000Z"",1101130176795213825,809974521746911232,Joy,1.33141,137,242,0,0.092,0.107,26
ObjectId("5d257ef46b361d2564f9592a"),33,0,""2019-02-28T14:36:39.000Z"",1101129056790241280,809974521746911232,Joy,1.33141,982,1338,0,0.658,0.591,1
ObjectId("5d257ef46b361d2564f9592b"),34,4,""2019-05-03T17:52:18.000Z"",1124371114879152129,854483338530349056,Joy,1.25513,22,222,0,0.177,0.259,100
ObjectId("5d257ef46b361d2564f9592c"),34,3,""2019-05-03T17:52:18.000Z"",1124371114048671744,854483338530349056,Fear,1.25513,24,166,0,0.194,0.194,75
ObjectId("5d257ef46b361d2564f9592d"),34,2,""2019-05-03T17:52:17.000Z"",1124371113364996097,854483338530349056,Joy,1.25513,12,126,0,0.097,0.147,50
ObjectId("5d257ef46b361d2564f9592e"),34,1,""2019-05-03T17:52:17.000Z"",1124371112626769920,854483338530349056,Joy,1.25513,10,127,0,0.081,0.148,26
ObjectId("5d257ef46b361d2564f9592f"),34,0,""2019-05-03T17:52:17.000Z"",1124371111775428608,854483338530349056,Fear,1.25513,55,215,1,0.444,0.251,1
ObjectId("5d257ef46b361d2564f95930"),35,5,""2018-11-29T20:12:34.000Z"",1068236297687289856,197901148,Anger,1.03463,2,10,0,0.053,0.052,100
ObjectId("5d257ef46b361d2564f95931"),35,4,""2018-11-29T20:09:06.000Z"",1068235424181571584,197901148,Joy,1.03463,0,6,0,0,0.031,80
ObjectId("5d257ef46b361d2564f95932"),35,3,""2018-11-29T20:06:01.000Z"",1068234645618122753,197901148,Joy,1.03463,2,12,0,0.053,0.062,60
ObjectId("5d257ef46b361d2564f95933"),35,2,""2018-11-29T20:03:23.000Z"",1068233983031312384,197901148,Joy,1.03463,1,11,0,0.026,0.057,41
ObjectId("5d257ef46b361d2564f95934"),35,1,""2018-11-29T20:01:58.000Z"",1068233629669580800,197901148,Joy,1.03463,1,14,0,0.026,0.072,21
ObjectId("5d257ef46b361d2564f95935"),35,0,""2018-11-29T19:57:22.000Z"",1068232471320260609,197901148,Anger,1.03463,31,140,0,0.816,0.722,1
ObjectId("5d257ef46b361d2564f95936"),36,5,""2018-05-27T21:31:31.000Z"",1000852021979811840,225265639,Sadness,1.41355,296,1085,0,0.087,0.15,100
ObjectId("5d257ef46b361d2564f95937"),36,4,""2018-05-27T21:19:18.000Z"",1000848948788068352,225265639,Fear,1.41355,910,1790,0,0.269,0.247,80
ObjectId("5d257ef46b361d2564f95938"),36,3,""2018-05-27T21:13:43.000Z"",1000847542106624000,225265639,Surprise,1.41355,367,960,0,0.108,0.133,60
ObjectId("5d257ef46b361d2564f95939"),36,2,""2018-05-27T21:13:00.000Z"",1000847362821099521,225265639,Surprise,1.41355,151,522,0,0.045,0.072,41
ObjectId("5d257ef46b361d2564f9593a"),36,1,""2018-05-27T21:12:41.000Z"",1000847282177236994,225265639,Joy,1.41355,171,571,0,0.051,0.079,21
ObjectId("5d257ef46b361d2564f9593b"),36,0,""2018-05-27T21:12:05.000Z"",1000847131928879104,225265639,Fear,1.41355,1487,2311,0,0.44,0.319,1
ObjectId("5d257ef46b361d2564f9593c"),37,5,""2018-06-10T16:30:09.000Z"",1005849610403942400,14542977,Joy,0.94348,199,595,0,0.036,0.039,100
ObjectId("5d257ef46b361d2564f9593d"),37,4,""2018-06-10T16:11:55.000Z"",1005845023240474624,14542977,Fear,0.94348,161,428,0,0.029,0.028,80
