_id,hilo,posicion_hilo,fecha,id,user_id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo
ObjectId("5d257ef46b361d2564f96656"),305,5,""2019-03-23T04:40:24.000Z"",1109313927106703361,620197006,Joy,1.08227,137,866,0,0.033,0.039,25
ObjectId("5d257ef46b361d2564f96657"),305,4,""2019-03-23T04:40:24.000Z"",1109313926490214400,620197006,Joy,1.08227,177,924,0,0.042,0.042,20
ObjectId("5d257ef46b361d2564f96658"),305,3,""2019-03-23T04:40:24.000Z"",1109313925827493889,620197006,Joy,1.08227,133,782,0,0.032,0.036,15
ObjectId("5d257ef46b361d2564f96659"),305,2,""2019-03-23T04:40:24.000Z"",1109313925248630786,620197006,Anger,1.08227,155,860,0,0.037,0.039,10
ObjectId("5d257ef46b361d2564f9665a"),305,1,""2019-03-23T04:40:24.000Z"",1109313924548177926,620197006,Fear,1.08227,172,815,0,0.041,0.037,6
ObjectId("5d257ef46b361d2564f9665b"),305,0,""2019-03-23T04:40:24.000Z"",1109313923793195009,620197006,Joy,1.08227,995,2174,0,0.237,0.099,1
ObjectId("5d257ef46b361d2564f9665c"),306,21,""2019-02-21T00:30:11.000Z"",1098379318462480390,1252520990,Joy,0.8396,9,25,0,0.042,0.055,100
ObjectId("5d257ef46b361d2564f9665d"),306,20,""2019-02-21T00:27:42.000Z"",1098378696799539201,1252520990,Joy,0.8396,7,14,0,0.033,0.031,95
ObjectId("5d257ef46b361d2564f9665e"),306,19,""2019-02-21T00:25:00.000Z"",1098378014155526144,1252520990,Joy,0.8396,6,12,0,0.028,0.027,91
ObjectId("5d257ef46b361d2564f9665f"),306,18,""2019-02-21T00:21:38.000Z"",1098377167644360705,1252520990,Fear,0.8396,7,16,0,0.033,0.035,86
ObjectId("5d257ef46b361d2564f96660"),306,17,""2019-02-21T00:15:42.000Z"",1098375677357842435,1252520990,Joy,0.8396,6,14,0,0.028,0.031,81
ObjectId("5d257ef46b361d2564f96661"),306,16,""2019-02-21T00:13:19.000Z"",1098375075307376640,1252520990,Joy,0.8396,6,9,0,0.028,0.02,76
ObjectId("5d257ef46b361d2564f96662"),306,15,""2019-02-21T00:11:18.000Z"",1098374567389732865,1252520990,Fear,0.8396,6,10,0,0.028,0.022,72
ObjectId("5d257ef46b361d2564f96663"),306,14,""2019-02-21T00:09:08.000Z"",1098374020796465153,1252520990,Fear,0.8396,6,13,0,0.028,0.029,67
ObjectId("5d257ef46b361d2564f96664"),306,13,""2019-02-21T00:07:11.000Z"",1098373531174346752,1252520990,Joy,0.8396,5,15,0,0.024,0.033,62
ObjectId("5d257ef46b361d2564f96665"),306,12,""2019-02-21T00:04:36.000Z"",1098372883607416832,1252520990,Joy,0.8396,5,17,0,0.024,0.038,58
ObjectId("5d257ef46b361d2564f96666"),306,11,""2019-02-21T00:00:13.000Z"",1098371778223792131,1252520990,Joy,0.8396,8,13,0,0.038,0.029,53
ObjectId("5d257ef46b361d2564f96667"),306,10,""2019-02-20T23:56:46.000Z"",1098370909415632896,1252520990,Joy,0.8396,9,24,0,0.042,0.053,48
ObjectId("5d257ef46b361d2564f96668"),306,9,""2019-02-20T23:54:42.000Z"",1098370390987104256,1252520990,Disgust,0.8396,15,40,0,0.071,0.088,43
ObjectId("5d257ef46b361d2564f96669"),306,8,""2019-02-20T23:52:21.000Z"",1098369798084485120,1252520990,Fear,0.8396,9,22,0,0.042,0.049,39
ObjectId("5d257ef46b361d2564f9666a"),306,7,""2019-02-20T23:50:47.000Z"",1098369404037971968,1252520990,Fear,0.8396,5,10,0,0.024,0.022,34
ObjectId("5d257ef46b361d2564f9666b"),306,6,""2019-02-20T23:47:08.000Z"",1098368484516524033,1252520990,Joy,0.8396,11,26,0,0.052,0.058,29
ObjectId("5d257ef46b361d2564f9666c"),306,5,""2019-02-20T23:45:23.000Z"",1098368045070929922,1252520990,Joy,0.8396,7,21,0,0.033,0.046,25
ObjectId("5d257ef46b361d2564f9666d"),306,4,""2019-02-20T23:42:42.000Z"",1098367369121091585,1252520990,Joy,0.8396,5,14,0,0.024,0.031,20
ObjectId("5d257ef46b361d2564f9666e"),306,3,""2019-02-20T23:39:59.000Z"",1098366688721072129,1252520990,Joy,0.8396,10,19,0,0.047,0.042,15
ObjectId("5d257ef46b361d2564f9666f"),306,2,""2019-02-20T23:37:58.000Z"",1098366178794328066,1252520990,Fear,0.8396,9,23,0,0.042,0.051,10
ObjectId("5d257ef46b361d2564f96670"),306,1,""2019-02-20T23:35:25.000Z"",1098365536134680577,1252520990,Surprise,0.8396,8,16,0,0.038,0.035,6
ObjectId("5d257ef46b361d2564f96671"),306,0,""2019-02-20T23:33:27.000Z"",1098365042192457730,1252520990,Joy,0.8396,52,78,0,0.245,0.173,1
ObjectId("5d257ef46b361d2564f96672"),307,21,""2019-06-25T00:32:07.000Z"",1143315903234232321,385723968,Joy,0.88429,4,35,0,0.014,0.029,100
ObjectId("5d257ef46b361d2564f96673"),307,20,""2019-06-25T00:28:48.000Z"",1143315067644940288,385723968,Fear,0.88429,10,50,0,0.035,0.042,95
ObjectId("5d257ef46b361d2564f96674"),307,19,""2019-06-25T00:28:48.000Z"",1143315066126651392,385723968,Joy,0.88429,11,53,0,0.039,0.044,91
ObjectId("5d257ef46b361d2564f96675"),307,18,""2019-06-25T00:28:47.000Z"",1143315064495042560,385723968,Joy,0.88429,8,46,0,0.028,0.039,86
ObjectId("5d257ef46b361d2564f96676"),307,17,""2019-06-25T00:28:47.000Z"",1143315063127732224,385723968,Fear,0.88429,4,28,0,0.014,0.023,81
ObjectId("5d257ef46b361d2564f96677"),307,16,""2019-06-25T00:28:47.000Z"",1143315061714247681,385723968,Fear,0.88429,7,37,0,0.025,0.031,76
ObjectId("5d257ef46b361d2564f96678"),307,15,""2019-06-25T00:28:46.000Z"",1143315059080228864,385723968,Disgust,0.88429,6,30,0,0.021,0.025,72
ObjectId("5d257ef46b361d2564f96679"),307,14,""2019-06-25T00:28:46.000Z"",1143315057670946819,385723968,Surprise,0.88429,6,36,0,0.021,0.03,67
ObjectId("5d257ef46b361d2564f9667a"),307,13,""2019-06-25T00:28:45.000Z"",1143315052939755521,385723968,Fear,0.88429,8,39,0,0.028,0.033,62
ObjectId("5d257ef46b361d2564f9667b"),307,12,""2019-06-25T00:28:44.000Z"",1143315050611871744,385723968,Joy,0.88429,6,31,0,0.021,0.026,58
ObjectId("5d257ef46b361d2564f9667c"),307,11,""2019-06-25T00:28:43.000Z"",1143315047889825792,385723968,Fear,0.88429,7,38,0,0.025,0.032,53
ObjectId("5d257ef46b361d2564f9667d"),307,10,""2019-06-25T00:28:42.000Z"",1143315044194635776,385723968,Surprise,0.88429,25,93,0,0.088,0.078,48
ObjectId("5d257ef46b361d2564f9667e"),307,9,""2019-06-25T00:28:42.000Z"",1143315042781110273,385723968,Joy,0.88429,5,39,0,0.018,0.033,43
ObjectId("5d257ef46b361d2564f9667f"),307,8,""2019-06-25T00:28:42.000Z"",1143315040474259458,385723968,Fear,0.88429,6,39,0,0.021,0.033,39
ObjectId("5d257ef46b361d2564f96680"),307,7,""2019-06-25T00:28:41.000Z"",1143315037680836608,385723968,Fear,0.88429,7,46,0,0.025,0.039,34
ObjectId("5d257ef46b361d2564f96681"),307,6,""2019-06-25T00:28:41.000Z"",1143315036372271104,385723968,Joy,0.88429,8,48,0,0.028,0.04,29
ObjectId("5d257ef46b361d2564f96682"),307,5,""2019-06-25T00:28:40.000Z"",1143315034967162880,385723968,Joy,0.88429,11,49,0,0.039,0.041,25
ObjectId("5d257ef46b361d2564f96683"),307,4,""2019-06-25T00:28:39.000Z"",1143315031276380161,385723968,Surprise,0.88429,11,62,0,0.039,0.052,20
ObjectId("5d257ef46b361d2564f96684"),307,3,""2019-06-25T00:28:39.000Z"",1143315028822523905,385723968,Joy,0.88429,12,48,0,0.042,0.04,15
ObjectId("5d257ef46b361d2564f96685"),307,2,""2019-06-25T00:28:38.000Z"",1143315025374826496,385723968,Joy,0.88429,9,42,0,0.032,0.035,10
ObjectId("5d257ef46b361d2564f96686"),307,1,""2019-06-25T00:28:38.000Z"",1143315024003264513,385723968,Disgust,0.88429,9,65,0,0.032,0.054,6
ObjectId("5d257ef46b361d2564f96687"),307,0,""2019-06-25T00:28:37.000Z"",1143315021989941249,385723968,Anger,0.88429,104,238,0,0.365,0.199,1
ObjectId("5d257ef46b361d2564f96688"),308,21,""2019-01-21T17:49:13.000Z"",1087406779426852867,2554131522,Fear,1.33976,61,80,1,0.071,0.068,100
ObjectId("5d257ef46b361d2564f96689"),308,20,""2019-01-21T17:49:13.000Z"",1087406778327990272,2554131522,Joy,1.33976,25,40,0,0.029,0.034,95
ObjectId("5d257ef46b361d2564f9668a"),308,19,""2019-01-21T17:49:13.000Z"",1087406777187094531,2554131522,Surprise,1.33976,29,48,0,0.034,0.041,91
ObjectId("5d257ef46b361d2564f9668b"),308,18,""2019-01-21T17:49:13.000Z"",1087406775991713794,2554131522,Joy,1.33976,26,39,0,0.03,0.033,86
ObjectId("5d257ef46b361d2564f9668c"),308,17,""2019-01-21T17:49:12.000Z"",1087406774808911874,2554131522,Surprise,1.33976,24,41,0,0.028,0.035,81
ObjectId("5d257ef46b361d2564f9668d"),308,16,""2019-01-21T17:49:12.000Z"",1087406773512884224,2554131522,Joy,1.33976,26,42,0,0.03,0.036,76
ObjectId("5d257ef46b361d2564f9668e"),308,15,""2019-01-21T17:49:12.000Z"",1087406772435017730,2554131522,Fear,1.33976,27,38,0,0.031,0.032,72
ObjectId("5d257ef46b361d2564f9668f"),308,14,""2019-01-21T17:49:11.000Z"",1087406770664943621,2554131522,Surprise,1.33976,27,41,0,0.031,0.035,67
ObjectId("5d257ef46b361d2564f96690"),308,13,""2019-01-21T17:49:11.000Z"",1087406769423503360,2554131522,Joy,1.33976,24,37,0,0.028,0.031,62
ObjectId("5d257ef46b361d2564f96691"),308,12,""2019-01-21T17:49:10.000Z"",1087406766940405761,2554131522,Joy,1.33976,34,44,1,0.039,0.037,58
ObjectId("5d257ef46b361d2564f96692"),308,11,""2019-01-21T17:49:10.000Z"",1087406764478423042,2554131522,Fear,1.33976,52,61,1,0.06,0.052,53
ObjectId("5d257ef46b361d2564f96693"),308,10,""2019-01-21T17:49:10.000Z"",1087406763144593408,2554131522,Surprise,1.33976,44,65,1,0.051,0.055,48
ObjectId("5d257ef46b361d2564f96694"),308,9,""2019-01-21T17:49:09.000Z"",1087406761173225472,2554131522,Joy,1.33976,31,50,1,0.036,0.042,43
ObjectId("5d257ef46b361d2564f96695"),308,8,""2019-01-21T17:49:09.000Z"",1087406759180988416,2554131522,Fear,1.33976,38,53,1,0.044,0.045,39
ObjectId("5d257ef46b361d2564f96696"),308,7,""2019-01-21T17:49:08.000Z"",1087406756525948929,2554131522,Joy,1.33976,34,48,0,0.039,0.041,34
ObjectId("5d257ef46b361d2564f96697"),308,6,""2019-01-21T17:49:08.000Z"",1087406755259269120,2554131522,Joy,1.33976,24,38,0,0.028,0.032,29
ObjectId("5d257ef46b361d2564f96698"),308,5,""2019-01-21T17:49:07.000Z"",1087406753959104512,2554131522,Fear,1.33976,27,46,0,0.031,0.039,25
ObjectId("5d257ef46b361d2564f96699"),308,4,""2019-01-21T17:49:07.000Z"",1087406750863626242,2554131522,Joy,1.33976,31,38,0,0.036,0.032,20
ObjectId("5d257ef46b361d2564f9669a"),308,3,""2019-01-21T17:49:06.000Z"",1087406749408288768,2554131522,Joy,1.33976,33,51,0,0.038,0.043,15
ObjectId("5d257ef46b361d2564f9669b"),308,2,""2019-01-21T17:49:06.000Z"",1087406748045115399,2554131522,Fear,1.33976,32,51,0,0.037,0.043,10
ObjectId("5d257ef46b361d2564f9669c"),308,1,""2019-01-21T17:49:06.000Z"",1087406746862342144,2554131522,Surprise,1.33976,36,55,0,0.042,0.047,6
ObjectId("5d257ef46b361d2564f9669d"),308,0,""2019-01-21T17:49:05.000Z"",1087406744907718656,2554131522,Joy,1.33976,177,174,1,0.205,0.147,1
ObjectId("5d257ef46b361d2564f9669e"),309,21,""2019-05-15T16:14:38.000Z"",1128695190158479361,20466483,Fear,1.03525,1046,18857,0,0.023,0.061,100
ObjectId("5d257ef46b361d2564f9669f"),309,20,""2019-05-15T16:09:48.000Z"",1128693973588086784,20466483,Fear,1.03525,503,11279,0,0.011,0.037,95
ObjectId("5d257ef46b361d2564f966a0"),309,19,""2019-05-15T16:07:01.000Z"",1128693273298599936,20466483,Anger,1.03525,1275,18883,0,0.028,0.061,91
ObjectId("5d257ef46b361d2564f966a1"),309,18,""2019-05-15T16:07:00.000Z"",1128693271868399618,20466483,Joy,1.03525,371,7529,0,0.008,0.024,86
ObjectId("5d257ef46b361d2564f966a2"),309,17,""2019-05-15T16:03:49.000Z"",1128692470173224960,20466483,Joy,1.03525,351,6990,0,0.008,0.023,81
ObjectId("5d257ef46b361d2564f966a3"),309,16,""2019-05-15T16:03:02.000Z"",1128692273074593794,20466483,Joy,1.03525,1264,14422,0,0.027,0.047,76
ObjectId("5d257ef46b361d2564f966a4"),309,15,""2019-05-15T16:01:59.000Z"",1128692009433169920,20466483,Joy,1.03525,627,7860,0,0.014,0.026,72
ObjectId("5d257ef46b361d2564f966a5"),309,14,""2019-05-15T15:59:02.000Z"",1128691266055749633,20466483,Fear,1.03525,416,6861,0,0.009,0.022,67
ObjectId("5d257ef46b361d2564f966a6"),309,13,""2019-05-15T15:56:56.000Z"",1128690737888092161,20466483,Joy,1.03525,498,8086,0,0.011,0.026,62
ObjectId("5d257ef46b361d2564f966a7"),309,12,""2019-05-15T15:56:56.000Z"",1128690736340271111,20466483,Joy,1.03525,572,7457,0,0.012,0.024,58
ObjectId("5d257ef46b361d2564f966a8"),309,11,""2019-05-15T15:56:55.000Z"",1128690734629040140,20466483,Anger,1.03525,446,7729,0,0.01,0.025,53
ObjectId("5d257ef46b361d2564f966a9"),309,10,""2019-05-15T15:49:43.000Z"",1128688919837597696,20466483,Joy,1.03525,358,7131,0,0.008,0.023,48
ObjectId("5d257ef46b361d2564f966aa"),309,9,""2019-05-15T15:48:11.000Z"",1128688533680676865,20466483,Joy,1.03525,4376,23934,0,0.095,0.078,43
ObjectId("5d257ef46b361d2564f966ab"),309,8,""2019-05-15T15:46:30.000Z"",1128688111159009281,20466483,Joy,1.03525,916,10709,0,0.02,0.035,39
ObjectId("5d257ef46b361d2564f966ac"),309,7,""2019-05-15T15:46:29.000Z"",1128688109389000704,20466483,Joy,1.03525,491,9487,0,0.011,0.031,34
ObjectId("5d257ef46b361d2564f966ad"),309,6,""2019-05-15T15:43:12.000Z"",1128687279176933377,20466483,Joy,1.03525,819,9432,0,0.018,0.031,29
ObjectId("5d257ef46b361d2564f966ae"),309,5,""2019-05-15T15:43:11.000Z"",1128687277750747137,20466483,Joy,1.03525,934,10204,0,0.02,0.033,25
ObjectId("5d257ef46b361d2564f966af"),309,4,""2019-05-15T15:41:27.000Z"",1128686841350230019,20466483,Joy,1.03525,584,8760,0,0.013,0.028,20
ObjectId("5d257ef46b361d2564f966b0"),309,3,""2019-05-15T15:41:27.000Z"",1128686839924178947,20466483,Fear,1.03525,1236,18563,0,0.027,0.06,15
ObjectId("5d257ef46b361d2564f966b1"),309,2,""2019-05-15T15:41:26.000Z"",1128686838280011777,20466483,Anger,1.03525,539,9199,0,0.012,0.03,10
ObjectId("5d257ef46b361d2564f966b2"),309,1,""2019-05-15T15:41:26.000Z"",1128686836493246465,20466483,Joy,1.03525,785,9498,0,0.017,0.031,6
ObjectId("5d257ef46b361d2564f966b3"),309,0,""2019-05-15T15:41:26.000Z"",1128686834563866629,20466483,Anger,1.03525,27720,74924,0,0.601,0.243,1
ObjectId("5d257ef46b361d2564f966b4"),310,21,""2018-08-03T15:59:49.000Z"",1025410919453491205,14203895,Joy,1.20736,1,21,0,0.013,0.04,100
ObjectId("5d257ef46b361d2564f966b5"),310,20,""2018-08-03T15:58:11.000Z"",1025410508411744259,14203895,Surprise,1.20736,1,9,0,0.013,0.017,95
ObjectId("5d257ef46b361d2564f966b6"),310,19,""2018-08-03T15:43:30.000Z"",1025406815822012416,14203895,Joy,1.20736,3,31,0,0.037,0.058,91
ObjectId("5d257ef46b361d2564f966b7"),310,18,""2018-08-03T15:41:21.000Z"",1025406275910131713,14203895,Surprise,1.20736,3,30,0,0.037,0.056,86
ObjectId("5d257ef46b361d2564f966b8"),310,17,""2018-08-03T15:39:37.000Z"",1025405839199195136,14203895,Fear,1.20736,1,19,0,0.013,0.036,81
ObjectId("5d257ef46b361d2564f966b9"),310,16,""2018-08-03T15:36:15.000Z"",1025404989781368833,14203895,Anger,1.20736,1,16,0,0.013,0.03,76
ObjectId("5d257ef46b361d2564f966ba"),310,15,""2018-08-03T15:33:51.000Z"",1025404384547495936,14203895,Fear,1.20736,2,12,0,0.025,0.023,72
ObjectId("5d257ef46b361d2564f966bb"),310,14,""2018-08-03T15:30:25.000Z"",1025403522655768576,14203895,Disgust,1.20736,1,11,0,0.013,0.021,67
ObjectId("5d257ef46b361d2564f966bc"),310,13,""2018-08-03T15:26:58.000Z"",1025402654967513090,14203895,Fear,1.20736,4,19,0,0.05,0.036,62
ObjectId("5d257ef46b361d2564f966bd"),310,12,""2018-08-03T15:25:30.000Z"",1025402284564307968,14203895,Joy,1.20736,2,19,0,0.025,0.036,58
ObjectId("5d257ef46b361d2564f966be"),310,11,""2018-08-03T15:23:15.000Z"",1025401720422068225,14203895,Joy,1.20736,5,35,0,0.062,0.066,53
ObjectId("5d257ef46b361d2564f966bf"),310,10,""2018-08-03T15:21:52.000Z"",1025401372055748608,14203895,Sadness,1.20736,2,17,3,0.025,0.032,48
ObjectId("5d257ef46b361d2564f966c0"),310,9,""2018-08-03T15:18:54.000Z"",1025400622567182337,14203895,Joy,1.20736,3,24,1,0.037,0.045,43
ObjectId("5d257ef46b361d2564f966c1"),310,8,""2018-08-03T15:11:50.000Z"",1025398846245941251,14203895,Joy,1.20736,3,16,0,0.037,0.03,39
ObjectId("5d257ef46b361d2564f966c2"),310,7,""2018-08-03T15:09:24.000Z"",1025398234217213952,14203895,Fear,1.20736,7,21,0,0.087,0.04,34
ObjectId("5d257ef46b361d2564f966c3"),310,6,""2018-08-03T15:06:47.000Z"",1025397577078865920,14203895,Joy,1.20736,1,21,0,0.013,0.04,29
ObjectId("5d257ef46b361d2564f966c4"),310,5,""2018-08-03T15:02:42.000Z"",1025396549180780544,14203895,Joy,1.20736,2,16,0,0.025,0.03,25
ObjectId("5d257ef46b361d2564f966c5"),310,4,""2018-08-03T15:00:59.000Z"",1025396117192634368,14203895,Joy,1.20736,1,13,0,0.013,0.024,20
ObjectId("5d257ef46b361d2564f966c6"),310,3,""2018-08-03T14:59:18.000Z"",1025395689809797120,14203895,Joy,1.20736,1,15,0,0.013,0.028,15
ObjectId("5d257ef46b361d2564f966c7"),310,2,""2018-08-03T14:56:06.000Z"",1025394886487359494,14203895,Joy,1.20736,1,15,1,0.013,0.028,10
ObjectId("5d257ef46b361d2564f966c8"),310,1,""2018-08-03T14:54:30.000Z"",1025394483494498304,14203895,Sadness,1.20736,2,23,3,0.025,0.043,6
ObjectId("5d257ef46b361d2564f966c9"),310,0,""2018-08-03T14:51:41.000Z"",1025393774741008386,14203895,Joy,1.20736,32,127,0,0.4,0.239,1
ObjectId("5d257ef46b361d2564f966ca"),311,21,""2017-12-16T22:28:04.000Z"",942159420569636864,111683028,Surprise,1.27249,262,426,0,0.059,0.049,100
ObjectId("5d257ef46b361d2564f966cb"),311,20,""2017-12-16T22:27:41.000Z"",942159320493502465,111683028,Surprise,1.27249,110,396,0,0.025,0.045,95
ObjectId("5d257ef46b361d2564f966cc"),311,19,""2017-12-16T22:27:21.000Z"",942159236733308930,111683028,Surprise,1.27249,73,252,0,0.016,0.029,91
ObjectId("5d257ef46b361d2564f966cd"),311,18,""2017-12-16T22:26:52.000Z"",942159117346660352,111683028,Fear,1.27249,73,232,0,0.016,0.026,86
ObjectId("5d257ef46b361d2564f966ce"),311,17,""2017-12-16T22:26:32.000Z"",942159032319692800,111683028,Anger,1.27249,226,439,0,0.051,0.05,81
ObjectId("5d257ef46b361d2564f966cf"),311,16,""2017-12-16T22:25:52.000Z"",942158866313285632,111683028,Fear,1.27249,198,359,0,0.044,0.041,76
ObjectId("5d257ef46b361d2564f966d0"),311,15,""2017-12-16T22:25:28.000Z"",942158765746466821,111683028,Surprise,1.27249,238,442,0,0.053,0.05,72
ObjectId("5d257ef46b361d2564f966d1"),311,14,""2017-12-16T22:25:12.000Z"",942158696636993536,111683028,Fear,1.27249,182,391,0,0.041,0.045,67
ObjectId("5d257ef46b361d2564f966d2"),311,13,""2017-12-16T22:24:53.000Z"",942158616446029824,111683028,Surprise,1.27249,319,505,0,0.071,0.058,62
ObjectId("5d257ef46b361d2564f966d3"),311,12,""2017-12-16T22:24:24.000Z"",942158496283414529,111683028,Fear,1.27249,114,320,0,0.026,0.036,58
ObjectId("5d257ef46b361d2564f966d4"),311,11,""2017-12-16T22:23:35.000Z"",942158289688809472,111683028,Joy,1.27249,92,250,0,0.021,0.029,53
ObjectId("5d257ef46b361d2564f966d5"),311,10,""2017-12-16T22:23:17.000Z"",942158215135027200,111683028,Joy,1.27249,99,272,0,0.022,0.031,48
ObjectId("5d257ef46b361d2564f966d6"),311,9,""2017-12-16T22:22:51.000Z"",942158103709089792,111683028,Fear,1.27249,102,292,0,0.023,0.033,43
ObjectId("5d257ef46b361d2564f966d7"),311,8,""2017-12-16T22:22:30.000Z"",942158017499422721,111683028,Joy,1.27249,90,288,0,0.02,0.033,39
ObjectId("5d257ef46b361d2564f966d8"),311,7,""2017-12-16T22:22:12.000Z"",942157942152888320,111683028,Surprise,1.27249,163,371,0,0.036,0.042,34
ObjectId("5d257ef46b361d2564f966d9"),311,6,""2017-12-16T22:21:52.000Z"",942157857063161856,111683028,Joy,1.27249,100,280,0,0.022,0.032,29
ObjectId("5d257ef46b361d2564f966da"),311,5,""2017-12-16T22:21:25.000Z"",942157746878722048,111683028,Joy,1.27249,94,302,0,0.021,0.034,25
ObjectId("5d257ef46b361d2564f966db"),311,4,""2017-12-16T22:21:07.000Z"",942157668197851137,111683028,Joy,1.27249,118,350,0,0.026,0.04,20
ObjectId("5d257ef46b361d2564f966dc"),311,3,""2017-12-16T22:20:43.000Z"",942157568339783685,111683028,Fear,1.27249,128,315,0,0.029,0.036,15
ObjectId("5d257ef46b361d2564f966dd"),311,2,""2017-12-16T22:20:12.000Z"",942157440161808384,111683028,Joy,1.27249,151,358,0,0.034,0.041,10
ObjectId("5d257ef46b361d2564f966de"),311,1,""2017-12-16T22:19:50.000Z"",942157345899020288,111683028,Joy,1.27249,220,435,0,0.049,0.05,6
ObjectId("5d257ef46b361d2564f966df"),311,0,""2017-12-16T22:19:27.000Z"",942157248528289792,111683028,Fear,1.27249,1314,1494,1,0.294,0.17,1
ObjectId("5d257ef46b361d2564f966e0"),312,21,""2018-08-23T22:38:13.000Z"",1032758938532343808,475454826,Fear,1.22784,1148,3147,0,0.07,0.085,100
ObjectId("5d257ef46b361d2564f966e1"),312,20,""2018-08-23T22:38:12.000Z"",1032758936334622721,475454826,Fear,1.22784,450,1600,0,0.027,0.043,95
ObjectId("5d257ef46b361d2564f966e2"),312,19,""2018-08-23T22:38:12.000Z"",1032758935374024706,475454826,Fear,1.22784,948,2443,0,0.058,0.066,91
ObjectId("5d257ef46b361d2564f966e3"),312,18,""2018-08-23T22:38:12.000Z"",1032758934514221056,475454826,Sadness,1.22784,417,1560,0,0.025,0.042,86
ObjectId("5d257ef46b361d2564f966e4"),312,17,""2018-08-23T22:38:12.000Z"",1032758933608312838,475454826,Disgust,1.22784,961,2311,0,0.059,0.062,81
ObjectId("5d257ef46b361d2564f966e5"),312,16,""2018-08-23T22:38:11.000Z"",1032758932538777600,475454826,Fear,1.22784,267,930,0,0.016,0.025,76
ObjectId("5d257ef46b361d2564f966e6"),312,15,""2018-08-23T22:38:11.000Z"",1032758931632709632,475454826,Joy,1.22784,681,1513,0,0.041,0.041,72
ObjectId("5d257ef46b361d2564f966e7"),312,14,""2018-08-23T22:38:10.000Z"",1032758926658465794,475454826,Fear,1.22784,295,867,0,0.018,0.023,67
ObjectId("5d257ef46b361d2564f966e8"),312,13,""2018-08-23T22:38:09.000Z"",1032758923470622720,475454826,Joy,1.22784,313,905,0,0.019,0.024,62
ObjectId("5d257ef46b361d2564f966e9"),312,12,""2018-08-23T22:38:09.000Z"",1032758922363322368,475454826,Joy,1.22784,329,944,0,0.02,0.025,58
ObjectId("5d257ef46b361d2564f966ea"),312,11,""2018-08-23T22:38:09.000Z"",1032758921360945152,475454826,Surprise,1.22784,295,907,0,0.018,0.024,53
ObjectId("5d257ef46b361d2564f966eb"),312,10,""2018-08-23T22:38:08.000Z"",1032758918064168960,475454826,Fear,1.22784,382,1076,0,0.023,0.029,48
ObjectId("5d257ef46b361d2564f966ec"),312,9,""2018-08-23T22:38:08.000Z"",1032758917195939845,475454826,Joy,1.22784,358,1146,0,0.022,0.031,43
ObjectId("5d257ef46b361d2564f966ed"),312,8,""2018-08-23T22:38:08.000Z"",1032758916214452225,475454826,Surprise,1.22784,976,1800,0,0.059,0.048,39
ObjectId("5d257ef46b361d2564f966ee"),312,7,""2018-08-23T22:38:07.000Z"",1032758912582205440,475454826,Surprise,1.22784,383,1100,0,0.023,0.03,34
ObjectId("5d257ef46b361d2564f966ef"),312,6,""2018-08-23T22:38:06.000Z"",1032758910225006592,475454826,Joy,1.22784,355,1036,0,0.022,0.028,29
ObjectId("5d257ef46b361d2564f966f0"),312,5,""2018-08-23T22:38:06.000Z"",1032758909352591360,475454826,Joy,1.22784,741,1635,0,0.045,0.044,25
ObjectId("5d257ef46b361d2564f966f1"),312,4,""2018-08-23T22:38:04.000Z"",1032758903514128384,475454826,Joy,1.22784,469,1222,0,0.029,0.033,20
ObjectId("5d257ef46b361d2564f966f2"),312,3,""2018-08-23T22:38:04.000Z"",1032758902444548096,475454826,Fear,1.22784,467,1323,0,0.028,0.036,15
ObjectId("5d257ef46b361d2564f966f3"),312,2,""2018-08-23T22:38:03.000Z"",1032758898518679552,475454826,Fear,1.22784,605,1398,0,0.037,0.038,10
ObjectId("5d257ef46b361d2564f966f4"),312,1,""2018-08-23T22:38:03.000Z"",1032758897667334145,475454826,Joy,1.22784,561,1583,0,0.034,0.043,6
ObjectId("5d257ef46b361d2564f966f5"),312,0,""2018-08-23T22:38:03.000Z"",1032758896367042560,475454826,Fear,1.22784,5014,6669,0,0.305,0.18,1
ObjectId("5d257ef46b361d2564f966f6"),313,21,""2018-11-28T02:29:01.000Z"",1067606256616173568,759481842814726144,Joy,1.32496,306,1797,0,0.031,0.044,100
ObjectId("5d257ef46b361d2564f966f7"),313,20,""2018-11-28T02:27:05.000Z"",1067605770731175939,759481842814726144,Disgust,1.32496,241,1325,0,0.024,0.033,95
ObjectId("5d257ef46b361d2564f966f8"),313,19,""2018-11-28T02:25:45.000Z"",1067605435212070912,759481842814726144,Joy,1.32496,278,1422,0,0.028,0.035,91
ObjectId("5d257ef46b361d2564f966f9"),313,18,""2018-11-28T02:23:13.000Z"",1067604799238082561,759481842814726144,Fear,1.32496,218,1224,0,0.022,0.03,86
ObjectId("5d257ef46b361d2564f966fa"),313,17,""2018-11-28T02:21:34.000Z"",1067604383641292801,759481842814726144,Disgust,1.32496,239,1287,0,0.024,0.032,81
ObjectId("5d257ef46b361d2564f966fb"),313,16,""2018-11-28T02:20:02.000Z"",1067603994330218497,759481842814726144,Fear,1.32496,500,2095,0,0.05,0.052,76
