_id,hilo,posicion_hilo,id,emocion,puntaje_sigmoideo,total_rt,total_fav,total_hashtags,aporte_rt,aporte_fav,progreso_hilo,user_puntaje_sigmo,user_verificado,log_total_rt,log_total_fav,rnd_user_puntaje_sigmo,log_user_total_followers
ObjectId("5d34a67a6b361d34247c1eb7"),4,2,1072248011076571141,Joy,1.17499,740,2048,0,0.118,0.136,100,1.17499,true,2.869818207979328,3.311541958401195,1.2,5.420236380469888
ObjectId("5d34a67a6b361d34247c1eb8"),4,1,1072244797753212931,Joy,1.17499,1027,2773,0,0.164,0.185,50,1.17499,true,3.011993114659257,3.443106456737266,1.2,5.420236380469888
ObjectId("5d34a67a6b361d34247c1eb9"),4,0,1072244175544963073,Surprise,1.17499,4500,10186,0,0.718,0.679,1,1.17499,true,3.653309012938479,4.0080463061583504,1.2,5.420236380469888
ObjectId("5d34a67a6b361d34247c1eba"),5,3,1067127731232616456,Fear,1.01279,3,6,1,0.058,0.12,100,1.01279,false,0.6020599913279624,0.8450980400142568,1,3.816837630902035
ObjectId("5d34a67a6b361d34247c1ebb"),5,2,1067127727193579521,Surprise,1.01279,12,11,1,0.231,0.22,67,1.01279,false,1.1139433523068367,1.0791812460476249,1,3.816837630902035
ObjectId("5d34a67a6b361d34247c1ebc"),5,1,1067127725624836096,Joy,1.01279,13,11,0,0.25,0.22,34,1.01279,false,1.146128035678238,1.0791812460476249,1,3.816837630902035
ObjectId("5d34a67a6b361d34247c1ebd"),5,0,1067125967796211712,Joy,1.01279,23,21,1,0.442,0.42,1,1.01279,false,1.380211241711606,1.3424226808222062,1,3.816837630902035
ObjectId("5d34a67a6b361d34247c1ebe"),6,3,947845222310076416,Fear,1.33755,1257,1788,0,0.104,0.084,100,1.33755,true,3.09968064110925,3.252610340567373,1.3,4.870667211584855
ObjectId("5d34a67a6b361d34247c1ebf"),6,2,947842597166501888,Fear,1.33755,969,1438,1,0.08,0.068,67,1.33755,true,2.9867717342662448,3.158060793936605,1.3,4.870667211584855
ObjectId("5d34a67a6b361d34247c1ec0"),6,1,947837953665093633,Fear,1.33755,1801,2712,1,0.149,0.127,34,1.33755,true,3.255754786643044,3.433449793761596,1.3,4.870667211584855
ObjectId("5d34a67a6b361d34247c1ec1"),6,0,947810659571466240,Disgust,1.33755,8041,15354,1,0.666,0.721,1,1.33755,true,3.9053640687668922,4.1862498207790875,1.3,4.870667211584855
ObjectId("5d34a67a6b361d34247c1ec2"),10,3,1095650233118326784,Joy,1.81404,413,432,0,0.277,0.276,100,1.81404,true,2.617000341120899,2.6364878963533656,1.8,4.758669709493661
ObjectId("5d34a67a6b361d34247c1ec3"),10,2,1095650232078082053,Joy,1.81404,334,355,2,0.224,0.227,67,1.81404,true,2.525044807036845,2.5514499979728753,1.8,4.758669709493661
ObjectId("5d34a67a6b361d34247c1ec4"),10,1,1095649651506794501,Fear,1.81404,382,400,2,0.256,0.256,34,1.81404,true,2.583198773968623,2.603144372620182,1.8,4.758669709493661
ObjectId("5d34a67a6b361d34247c1ec5"),10,0,1095649650395144193,Surprise,1.81404,360,375,2,0.242,0.24,1,1.81404,true,2.5575072019056577,2.575187844927661,1.8,4.758669709493661
ObjectId("5d34a67a6b361d34247c1ec6"),21,4,1124446053913309184,Joy,1.04728,410,464,0,0.063,0.054,100,1.04728,false,2.6138418218760693,2.667452952889954,1,4.17805561153123
ObjectId("5d34a67a6b361d34247c1ec7"),21,3,1124439026021355522,Sadness,1.04728,364,491,0,0.056,0.057,75,1.04728,false,2.5622928644564746,2.69196510276736,1,4.17805561153123
ObjectId("5d34a67a6b361d34247c1ec8"),21,2,1124438279921836033,Joy,1.04728,366,478,0,0.056,0.056,50,1.04728,false,2.5646660642520893,2.680335513414563,1,4.17805561153123
ObjectId("5d34a67a6b361d34247c1ec9"),21,1,1124436737902641154,Joy,1.04728,506,618,0,0.078,0.072,26,1.04728,false,2.705007959333336,2.791690649020118,1,4.17805561153123
ObjectId("5d34a67a6b361d34247c1eca"),21,0,1124435158101315593,Joy,1.04728,4854,6541,0,0.747,0.761,1,1.04728,false,3.6861892342440234,3.815710539788963,1,4.17805561153123
ObjectId("5d34a67a6b361d34247c1ecb"),23,4,1092447335043350528,Fear,0.81818,46,31,0,0.143,0.089,100,0.81818,false,1.6720978579357175,1.505149978319906,0.8,4.6472753613043984
ObjectId("5d34a67a6b361d34247c1ecc"),23,3,1092447333265027072,Joy,0.81818,23,27,0,0.071,0.077,75,0.81818,false,1.380211241711606,1.4471580313422192,0.8,4.6472753613043984
ObjectId("5d34a67a6b361d34247c1ecd"),23,2,1092447331348140035,Fear,0.81818,31,33,2,0.096,0.095,50,0.81818,false,1.505149978319906,1.5314789170422551,0.8,4.6472753613043984
ObjectId("5d34a67a6b361d34247c1ece"),23,1,1092447329607606273,Fear,0.81818,28,41,1,0.087,0.117,26,0.81818,false,1.462397997898956,1.6232492903979006,0.8,4.6472753613043984
ObjectId("5d34a67a6b361d34247c1ecf"),23,0,1092447306853408768,Joy,0.81818,193,216,1,0.599,0.619,1,0.81818,false,2.287801729930226,2.3364597338485296,0.8,4.6472753613043984
ObjectId("5d34a67a6b361d34247c1ed0"),24,4,1071667424771145730,Joy,0.82973,1970,15407,0,0.043,0.131,100,0.82973,false,3.2946866242794433,4.187746269780459,0.8,3.2821687783046416
ObjectId("5d34a67a6b361d34247c1ed1"),24,3,1071665306949640192,Surprise,0.82973,1671,8036,0,0.037,0.068,75,0.82973,false,3.2232362731029975,3.905093968327871,0.8,3.2821687783046416
ObjectId("5d34a67a6b361d34247c1ed2"),24,2,1071663333936427008,Sadness,0.82973,2199,9718,0,0.048,0.082,50,0.82973,false,3.342422680822206,3.9876215821254837,0.8,3.2821687783046416
ObjectId("5d34a67a6b361d34247c1ed3"),24,1,1071662092963495936,Joy,0.82973,3760,12604,0,0.083,0.107,26,0.82973,false,3.575303333422399,4.100542850012465,0.8,3.2821687783046416
ObjectId("5d34a67a6b361d34247c1ed4"),24,0,1071661165019885568,Surprise,0.82973,35968,72123,0,0.789,0.612,1,0.82973,false,4.55592836385357,4.858079804708084,0.8,3.2821687783046416
ObjectId("5d34a67a6b361d34247c1ed5"),27,4,1117126604784693248,Joy,0.84691,27,28,0,0.135,0.162,100,0.84691,false,1.4471580313422192,1.462397997898956,0.8,3.66228551572213
ObjectId("5d34a67a6b361d34247c1ed6"),27,3,1117126081838845952,Sadness,0.84691,16,16,0,0.08,0.092,75,0.84691,false,1.2304489213782739,1.2304489213782739,0.8,3.66228551572213
ObjectId("5d34a67a6b361d34247c1ed7"),27,2,1117117470479769600,Fear,0.84691,15,17,0,0.075,0.098,50,0.84691,false,1.2041199826559248,1.255272505103306,0.8,3.66228551572213
ObjectId("5d34a67a6b361d34247c1ed8"),27,1,1117116961136099328,Joy,0.84691,22,20,0,0.11,0.116,26,0.84691,false,1.3617278360175928,1.3222192947339193,0.8,3.66228551572213
ObjectId("5d34a67a6b361d34247c1ed9"),27,0,1117115833145122817,Joy,0.84691,119,91,0,0.595,0.526,1,0.84691,false,2.0791812460476247,1.9637878273455553,0.8,3.66228551572213
ObjectId("5d34a67a6b361d34247c1eda"),32,4,1125617318736875520,Anger,1.00329,738,4182,0,0.064,0.12,100,1.00329,false,2.8686444383948255,3.6214878645806303,1,4.439111542159727
ObjectId("5d34a67a6b361d34247c1edb"),32,3,1125609742657830912,Surprise,1.00329,897,3163,0,0.078,0.091,75,1.00329,false,2.9532763366673045,3.500236474825639,1,4.439111542159727
ObjectId("5d34a67a6b361d34247c1edc"),32,2,1125604555985760256,Fear,1.00329,731,2900,0,0.064,0.083,50,1.00329,false,2.864511081058392,3.4625477288026643,1,4.439111542159727
ObjectId("5d34a67a6b361d34247c1edd"),32,1,1125601225192411138,Anger,1.00329,1159,4144,0,0.101,0.119,26,1.00329,false,3.0644579892269186,3.6175245348862926,1,4.439111542159727
ObjectId("5d34a67a6b361d34247c1ede"),32,0,1125600141694701568,Disgust,1.00329,7929,20422,0,0.692,0.587,1,1.00329,false,3.8992731873176036,4.31011953734681,1,4.439111542159727
ObjectId("5d34a67a6b361d34247c1edf"),34,4,1124371114879152129,Joy,1.25513,22,222,0,0.177,0.259,100,1.25513,false,1.3617278360175928,2.3483048630481607,1.3,4.366049209800235
ObjectId("5d34a67a6b361d34247c1ee0"),34,3,1124371114048671744,Fear,1.25513,24,166,0,0.194,0.194,75,1.25513,false,1.3979400086720377,2.2227164711475833,1.3,4.366049209800235
ObjectId("5d34a67a6b361d34247c1ee1"),34,2,1124371113364996097,Joy,1.25513,12,126,0,0.097,0.147,50,1.25513,false,1.1139433523068367,2.103803720955957,1.3,4.366049209800235
ObjectId("5d34a67a6b361d34247c1ee2"),34,1,1124371112626769920,Joy,1.25513,10,127,0,0.081,0.148,26,1.25513,false,1.0413926851582251,2.1072099696478683,1.3,4.366049209800235
ObjectId("5d34a67a6b361d34247c1ee3"),34,0,1124371111775428608,Fear,1.25513,55,215,1,0.444,0.251,1,1.25513,false,1.7481880270062005,2.3344537511509307,1.3,4.366049209800235
ObjectId("5d34a67a6b361d34247c1ee4"),35,5,1068236297687289856,Anger,1.03463,2,10,0,0.053,0.052,100,1.03463,false,0.47712125471966244,1.0413926851582251,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1ee5"),35,4,1068235424181571584,Joy,1.03463,0,6,0,0,0.031,80,1.03463,false,0,0.8450980400142568,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1ee6"),35,3,1068234645618122753,Joy,1.03463,2,12,0,0.053,0.062,60,1.03463,false,0.47712125471966244,1.1139433523068367,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1ee7"),35,2,1068233983031312384,Joy,1.03463,1,11,0,0.026,0.057,41,1.03463,false,0.3010299956639812,1.0791812460476249,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1ee8"),35,1,1068233629669580800,Joy,1.03463,1,14,0,0.026,0.072,21,1.03463,false,0.3010299956639812,1.1760912590556813,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1ee9"),35,0,1068232471320260609,Anger,1.03463,31,140,0,0.816,0.722,1,1.03463,false,1.505149978319906,2.1492191126553797,1,4.761093010820753
ObjectId("5d34a67a6b361d34247c1eea"),36,5,1000852021979811840,Sadness,1.41355,296,1085,0,0.087,0.15,100,1.41355,true,2.4727564493172123,3.035829825252828,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1eeb"),36,4,1000848948788068352,Fear,1.41355,910,1790,0,0.269,0.247,80,1.41355,true,2.9595183769729982,3.2530955858490316,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1eec"),36,3,1000847542106624000,Surprise,1.41355,367,960,0,0.108,0.133,60,1.41355,true,2.5658478186735176,2.9827233876685453,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1eed"),36,2,1000847362821099521,Surprise,1.41355,151,522,0,0.045,0.072,41,1.41355,true,2.1818435879447726,2.718501688867274,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1eee"),36,1,1000847282177236994,Joy,1.41355,171,571,0,0.051,0.079,21,1.41355,true,2.2355284469075487,2.7573960287930244,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1eef"),36,0,1000847131928879104,Fear,1.41355,1487,2311,0,0.44,0.319,1,1.41355,true,3.17260293120986,3.3639878297484915,1.4,5.762533774767301
ObjectId("5d34a67a6b361d34247c1ef0"),40,5,1002215613153075200,Joy,1.27649,1001,1717,0,0.141,0.163,100,1.27649,false,3.0008677215312267,3.2350231594952237,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef1"),40,4,1002215611588579328,Surprise,1.27649,1364,2062,0,0.193,0.196,80,1.27649,false,3.1351326513767748,3.3144992279731516,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef2"),40,3,1002215610368122881,Surprise,1.27649,580,1049,0,0.082,0.1,60,1.27649,false,2.7641761323903307,3.0211892990699383,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef3"),40,2,1002215607889223680,Joy,1.27649,582,1090,1,0.082,0.104,41,1.27649,false,2.765668554759014,3.037824750588342,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef4"),40,1,1002215606949736448,Surprise,1.27649,676,1211,0,0.096,0.115,21,1.27649,false,2.8305886686851442,3.0835026198302673,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef5"),40,0,1002215604336709632,Joy,1.27649,2873,3395,0,0.406,0.323,1,1.27649,false,3.4584867637982066,3.530967681571915,1.3,5.09702117816689
ObjectId("5d34a67a6b361d34247c1ef6"),41,5,1134261363864248320,Joy,1.03829,26,116,0,0.172,0.218,100,1.03829,false,1.4313637641589874,2.0681858617461617,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1ef7"),41,4,1134261362413019138,Joy,1.03829,18,82,0,0.119,0.154,80,1.03829,false,1.2787536009528289,1.919078092376074,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1ef8"),41,3,1134261360873762816,Fear,1.03829,10,50,0,0.066,0.094,60,1.03829,false,1.0413926851582251,1.7075701760979363,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1ef9"),41,2,1134261359258947584,Joy,1.03829,24,76,0,0.159,0.143,41,1.03829,false,1.3979400086720377,1.8864907251724818,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1efa"),41,1,1134261357937799168,Fear,1.03829,9,53,0,0.06,0.1,21,1.03829,false,1,1.7323937598229686,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1efb"),41,0,1134261356322934784,Joy,1.03829,63,154,0,0.417,0.289,1,1.03829,false,1.806179973983887,2.1903316981702914,1,4.191590726379211
ObjectId("5d34a67a6b361d34247c1efc"),42,5,1029598916591935489,Joy,0.96577,15,31,0,0.103,0.159,100,0.96577,true,1.2041199826559248,1.505149978319906,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1efd"),42,4,1029598252444930049,Surprise,0.96577,17,29,0,0.117,0.149,80,0.96577,true,1.255272505103306,1.4771212547196624,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1efe"),42,3,1029597639439011841,Fear,0.96577,16,19,0,0.11,0.097,60,0.96577,true,1.2304489213782739,1.3010299956639813,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1eff"),42,2,1029596997551050753,Sadness,0.96577,19,16,0,0.131,0.082,41,0.96577,true,1.3010299956639813,1.2304489213782739,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1f00"),42,1,1029596488945610753,Joy,0.96577,17,17,0,0.117,0.087,21,0.96577,true,1.255272505103306,1.255272505103306,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1f01"),42,0,1029595713922105344,Fear,0.96577,60,82,0,0.414,0.421,1,0.96577,true,1.7853298350107671,1.919078092376074,1,4.660448051321295
ObjectId("5d34a67a6b361d34247c1f02"),44,5,1019580229839409152,Fear,0.84345,274,901,0,0.114,0.145,100,0.84345,false,2.439332693830263,2.9552065375419416,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f03"),44,4,1019579886896336901,Joy,0.84345,214,748,0,0.089,0.12,80,0.84345,false,2.3324384599156054,2.8744818176994666,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f04"),44,3,1019579330278674433,Joy,0.84345,212,768,0,0.089,0.124,60,0.84345,false,2.3283796034387376,2.885926339801431,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f05"),44,2,1019578730736431105,Joy,0.84345,259,885,0,0.108,0.142,41,0.84345,false,2.4149733479708178,2.9474337218870508,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f06"),44,1,1019578145043832832,Fear,0.84345,307,1007,0,0.128,0.162,21,0.84345,false,2.4885507165004443,3.0034605321095067,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f07"),44,0,1019577947454361601,Fear,0.84345,1128,1907,2,0.471,0.307,1,0.84345,false,3.052693941924968,3.2805783703680764,0.8,3.732715340349993
ObjectId("5d34a67a6b361d34247c1f08"),49,5,1034862031629901824,Fear,0.91459,20,122,0,0.129,0.224,100,0.91459,true,1.3222192947339193,2.089905111439398,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f09"),49,4,1034862029037809664,Fear,0.91459,16,82,0,0.103,0.15,80,0.91459,true,1.2304489213782739,1.919078092376074,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f0a"),49,3,1034862026928136192,Surprise,0.91459,26,93,0,0.168,0.171,60,0.91459,true,1.4313637641589874,1.9731278535996986,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f0b"),49,2,1034862024260575232,Joy,0.91459,10,41,0,0.065,0.075,41,0.91459,true,1.0413926851582251,1.6232492903979006,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f0c"),49,1,1034862021009985537,Joy,0.91459,12,49,0,0.077,0.09,21,0.91459,true,1.1139433523068367,1.6989700043360187,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f0d"),49,0,1034862018493341696,Joy,0.91459,70,157,0,0.452,0.288,1,0.91459,true,1.8512583487190752,2.1986570869544226,0.9,3.769820257763592
ObjectId("5d34a67a6b361d34247c1f0e"),54,5,1143062629835038721,Fear,0.78883,10,11,0,0.064,0.125,100,0.78883,false,1.0413926851582251,1.0791812460476249,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f0f"),54,4,1143062624088788992,Joy,0.78883,9,8,0,0.058,0.091,80,0.78883,false,1,0.9542425094393249,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f10"),54,3,1143062596721025025,Joy,0.78883,8,5,0,0.051,0.057,60,0.78883,false,0.9542425094393249,0.7781512503836436,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f11"),54,2,1143061061085667329,Surprise,0.78883,10,7,0,0.064,0.08,41,0.78883,false,1.0413926851582251,0.9030899869919435,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f12"),54,1,1143060397198589953,Joy,0.78883,9,7,0,0.058,0.08,21,0.78883,false,1,0.9030899869919435,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f13"),54,0,1143059894003818497,Fear,0.78883,109,49,1,0.699,0.557,1,0.78883,false,2.041392685158225,1.6989700043360187,0.8,3.5312233745330266
ObjectId("5d34a67a6b361d34247c1f14"),59,6,1125724101568606208,Joy,1.1925,56,645,0,0.09,0.154,100,1.1925,true,1.7558748556724915,2.8102325179950842,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f15"),59,5,1125722710112448513,Joy,1.1925,44,416,0,0.071,0.099,84,1.1925,true,1.6532125137753437,2.6201360549737576,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f16"),59,4,1125722216098873344,Fear,1.1925,35,380,0,0.056,0.091,67,1.1925,true,1.5563025007672873,2.5809249756756194,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f17"),59,3,1125721796664279042,Joy,1.1925,55,488,0,0.089,0.116,50,1.1925,true,1.7481880270062005,2.6893088591236203,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f18"),59,2,1125721400231309313,Anger,1.1925,57,551,0,0.092,0.132,34,1.1925,true,1.7634279935629373,2.741939077729199,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f19"),59,1,1125720804585611265,Joy,1.1925,178,920,0,0.287,0.22,18,1.1925,true,2.2528530309798933,2.964259630196849,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f1a"),59,0,1125719851899727872,Joy,1.1925,194,788,0,0.313,0.188,1,1.1925,true,2.290034611362518,2.89707700320942,1.2,4.897054985187062
ObjectId("5d34a67a6b361d34247c1f1b"),63,6,1088477298393866243,Fear,0.75171,12,58,4,0.135,0.209,100,0.75171,false,1.1139433523068367,1.7708520116421442,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f1c"),63,5,1088477005866250241,Joy,0.75171,8,46,0,0.09,0.166,84,0.75171,false,0.9542425094393249,1.6720978579357175,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f1d"),63,4,1088476692660846592,Joy,0.75171,7,26,0,0.079,0.094,67,0.75171,false,0.9030899869919435,1.4313637641589874,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f1e"),63,3,1088476587757047809,Surprise,0.75171,6,23,0,0.067,0.083,50,0.75171,false,0.8450980400142568,1.380211241711606,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f1f"),63,2,1088476310605873152,Fear,0.75171,6,25,0,0.067,0.09,34,0.75171,false,0.8450980400142568,1.414973347970818,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f20"),63,1,1088475967495041026,Fear,0.75171,7,25,0,0.079,0.09,18,0.75171,false,0.9030899869919435,1.414973347970818,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f21"),63,0,1088475843603529728,Sadness,0.75171,42,73,1,0.472,0.264,1,0.75171,false,1.6334684555795864,1.8692317197309762,0.8,2.843855422623161
ObjectId("5d34a67a6b361d34247c1f22"),65,6,1025267170241073153,Joy,0.79609,108,352,0,0.045,0.067,100,0.79609,false,2.037426497940624,2.5477747053878224,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f23"),65,5,1025267169393868800,Joy,0.79609,82,308,0,0.034,0.058,84,0.79609,false,1.919078092376074,2.4899584794248346,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f24"),65,4,1025267168454295552,Fear,0.79609,88,330,0,0.037,0.063,67,0.79609,false,1.9493900066449128,2.519827993775719,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f25"),65,3,1025267167393136641,Joy,0.79609,107,342,0,0.045,0.065,50,0.79609,false,2.03342375548695,2.5352941200427703,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f26"),65,2,1025267166323646464,Fear,0.79609,216,501,0,0.09,0.095,34,0.79609,false,2.3364597338485296,2.7007037171450192,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f27"),65,1,1025267165166022656,Joy,0.79609,285,683,0,0.119,0.129,18,0.79609,false,2.456366033129043,2.835056101720116,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f28"),65,0,1025267164197134336,Joy,0.79609,1517,2762,0,0.631,0.523,1,0.79609,false,3.1812717715594614,3.4413808849165113,0.8,3.9711366294768062
ObjectId("5d34a67a6b361d34247c1f29"),66,6,959173562136387584,Joy,0.86444,123,259,0,0.109,0.121,100,0.86444,false,2.093421685162235,2.4149733479708178,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2a"),66,5,959173559284260864,Fear,0.86444,101,213,0,0.089,0.1,84,0.86444,false,2.0086001717619175,2.330413773349191,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2b"),66,4,959173555593216001,Joy,0.86444,77,179,0,0.068,0.084,67,0.86444,false,1.8920946026904804,2.255272505103306,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2c"),66,3,959173552573267968,Joy,0.86444,67,158,0,0.059,0.074,50,0.86444,false,1.8325089127062364,2.2013971243204513,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2d"),66,2,959173549498880000,Fear,0.86444,66,150,1,0.058,0.07,34,0.86444,false,1.8260748027008264,2.1789769472931693,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2e"),66,1,959173546151788544,Fear,0.86444,146,269,0,0.129,0.126,18,0.86444,false,2.167317334748176,2.4313637641589874,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f2f"),66,0,959173533061427200,Joy,0.86444,548,904,0,0.485,0.424,1,0.86444,false,2.739572344450092,2.9566485792052033,0.9,4.618685988578525
ObjectId("5d34a67a6b361d34247c1f30"),72,6,956400921071759360,Joy,1.31103,237,648,0,0.14,0.123,100,1.31103,false,2.376576957056512,2.812244696800369,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f31"),72,5,956400053823987712,Disgust,1.31103,152,889,0,0.09,0.168,84,1.31103,false,2.184691430817599,2.949390006644913,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f32"),72,4,956400053027065857,Fear,1.31103,109,555,0,0.064,0.105,67,1.31103,false,2.041392685158225,2.7450747915820575,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f33"),72,3,956400052146245632,Fear,1.31103,119,557,0,0.07,0.105,50,1.31103,false,2.0791812460476247,2.7466341989375787,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f34"),72,2,956400051194081280,Fear,1.31103,105,550,0,0.062,0.104,34,1.31103,false,2.0253058652647704,2.741151598851785,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f35"),72,1,956400049197641728,Fear,1.31103,146,506,0,0.086,0.096,18,1.31103,false,2.167317334748176,2.705007959333336,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f36"),72,0,956400048425832448,Surprise,1.31103,825,1577,0,0.487,0.299,1,1.31103,false,2.9169800473203824,3.1981069988734014,1.3,5.28793826497814
ObjectId("5d34a67a6b361d34247c1f37"),73,6,1143622175322071040,Fear,1.02932,1,17,0,0.017,0.074,100,1.02932,true,0.3010299956639812,1.255272505103306,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f38"),73,5,1143621302915235841,Surprise,1.02932,3,26,0,0.051,0.113,84,1.02932,true,0.6020599913279624,1.4313637641589874,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f39"),73,4,1143620540617281536,Fear,1.02932,3,19,0,0.051,0.082,67,1.02932,true,0.6020599913279624,1.3010299956639813,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f3a"),73,3,1143618822282211328,Fear,1.02932,3,16,0,0.051,0.069,50,1.02932,true,0.6020599913279624,1.2304489213782739,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f3b"),73,2,1143618021858004994,Joy,1.02932,5,29,0,0.085,0.126,34,1.02932,true,0.7781512503836436,1.4771212547196624,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f3c"),73,1,1143617459531816960,Joy,1.02932,10,36,0,0.169,0.156,18,1.02932,true,1.0413926851582251,1.568201724066995,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f3d"),73,0,1143616624093589504,Joy,1.02932,33,87,0,0.559,0.377,1,1.02932,true,1.5314789170422551,1.9444826721501687,1,4.06918692515191
ObjectId("5d34a67a6b361d34247c1f3e"),76,7,1134444505841721344,Joy,1.82529,3096,14782,0,0.116,0.125,100,1.82529,true,3.490941205356787,4.169762576902915,1.8,6.4436471876458254
ObjectId("5d34a67a6b361d34247c1f3f"),76,6,1134444504889659393,Surprise,1.82529,3821,19339,0,0.143,0.163,86,1.82529,true,3.582290682718994,4.286456469746983,1.8,6.4436471876458254
ObjectId("5d34a67a6b361d34247c1f40"),76,5,1134444503002226688,Joy,1.82529,1583,8843,0,0.059,0.075,72,1.82529,true,3.1997551772534747,3.9466487339066765,1.8,6.4436471876458254
ObjectId("5d34a67a6b361d34247c1f41"),76,4,1134444501932679169,Disgust,1.82529,902,5637,0,0.034,0.048,58,1.82529,true,2.9556877503135057,3.7511250715355837,1.8,6.4436471876458254
ObjectId("5d34a67a6b361d34247c1f42"),76,3,1134444501093761026,Joy,1.82529,2080,8998,0,0.078,0.076,43,1.82529,true,3.318272080211627,3.9541942518158626,1.8,6.4436471876458254
ObjectId("5d34a67a6b361d34247c1f43"),76,2,1134444499818749953,Joy,1.82529,1457,6536,0,0.055,0.055,29,1.82529,true,3.163757523981956,3.815378484965918,1.8,6.4436471876458254
